Barrio,anyo,anyo_timestamp,Indicador,valor_indicador
Villaverde Alto - Casco Histórico de Villaverde,2023,2023-01-01,Inversion,0.0
Vinateros,2023,2023-01-01,Inversion,0.0
Vista Alegre,2023,2023-01-01,Inversion,0.0
Zofío,2023,2023-01-01,Inversion,8677045.03
Águilas,2023,2023-01-01,Inversion,0.0
Ángeles,2023,2023-01-01,Inversion,0.0
Abrantes,2024,2024-01-01,Inversion,0.0
Acacias,2024,2024-01-01,Inversion,2120000.0
Adelfas,2024,2024-01-01,Inversion,2967039.67
Aeropuerto,2024,2024-01-01,Inversion,134113043.5
Alameda de Osuna,2024,2024-01-01,Inversion,8435326.5
Almagro,2024,2024-01-01,Inversion,0.0
Almenara,2024,2024-01-01,Inversion,0.0
Almendrales,2024,2024-01-01,Inversion,4615872.12
Aluche,2024,2024-01-01,Inversion,0.0
Amposta,2024,2024-01-01,Inversion,0.0
Apóstol Santiago,2024,2024-01-01,Inversion,0.0
Arapiles,2024,2024-01-01,Inversion,5508238.54
Aravaca,2024,2024-01-01,Inversion,1500000.0
Arcos,2024,2024-01-01,Inversion,2797137.4
Argüelles,2024,2024-01-01,Inversion,2287509.47
Atalaya,2024,2024-01-01,Inversion,0.0
Atocha,2024,2024-01-01,Inversion,0.0
Bellas Vistas,2024,2024-01-01,Inversion,0.0
Berruguete,2024,2024-01-01,Inversion,0.0
Buenavista,2024,2024-01-01,Inversion,34167851.120000005
Butarque,2024,2024-01-01,Inversion,11814755.05
Campamento,2024,2024-01-01,Inversion,0.0
Canillas,2024,2024-01-01,Inversion,9116308.03
Canillejas,2024,2024-01-01,Inversion,1030000.0
Casa de Campo,2024,2024-01-01,Inversion,17518140.509999998
Casco Histórico de Barajas,2024,2024-01-01,Inversion,24932944.85
Casco Histórico de Vallecas,2024,2024-01-01,Inversion,177929840.19
Casco Histórico de Vicálvaro,2024,2024-01-01,Inversion,0.0
Castellana,2024,2024-01-01,Inversion,0.0
Castilla,2024,2024-01-01,Inversion,4682616.04
Castillejos,2024,2024-01-01,Inversion,0.0
Chopera,2024,2024-01-01,Inversion,26775200.4
Ciudad Jardín,2024,2024-01-01,Inversion,1299999.99
Ciudad Universitaria,2024,2024-01-01,Inversion,6500000.0
Colina,2024,2024-01-01,Inversion,0.0
Comillas,2024,2024-01-01,Inversion,20296876.45
Corralejos,2024,2024-01-01,Inversion,0.0
Cortes,2024,2024-01-01,Inversion,115913609.9
Costillares,2024,2024-01-01,Inversion,0.0
Cuatro Caminos,2024,2024-01-01,Inversion,60500000.0
Cuatro Vientos,2024,2024-01-01,Inversion,0.0
Delicias,2024,2024-01-01,Inversion,0.0
El Cañaveral,2024,2024-01-01,Inversion,227862152.63
El Goloso,2024,2024-01-01,Inversion,206327441.73
El Pardo,2024,2024-01-01,Inversion,1640000.0
El Plantío,2024,2024-01-01,Inversion,0.0
El Salvador,2024,2024-01-01,Inversion,0.0
El Viso,2024,2024-01-01,Inversion,5584372.28
Embajadores,2024,2024-01-01,Inversion,6970522.0
Ensanche de Vallecas,2024,2024-01-01,Inversion,36475812.61
Entrevías,2024,2024-01-01,Inversion,10499976.23
Estrella,2024,2024-01-01,Inversion,0.0
Fontarrón,2024,2024-01-01,Inversion,0.0
Fuente del Berro,2024,2024-01-01,Inversion,0.0
Fuentelarreina,2024,2024-01-01,Inversion,0.0
Gaztambide,2024,2024-01-01,Inversion,0.0
Goya,2024,2024-01-01,Inversion,4371000.0
Guindalera,2024,2024-01-01,Inversion,12433344.81
Hellín,2024,2024-01-01,Inversion,2843310.23
Hispanoamérica,2024,2024-01-01,Inversion,0.0
Horcajo,2024,2024-01-01,Inversion,0.0
Ibiza,2024,2024-01-01,Inversion,0.0
Imperial,2024,2024-01-01,Inversion,40815972.23
Justicia,2024,2024-01-01,Inversion,0.0
La Concepción,2024,2024-01-01,Inversion,1106155.4
La Paz,2024,2024-01-01,Inversion,147872794.75
Legazpi,2024,2024-01-01,Inversion,10801842.18
Lista,2024,2024-01-01,Inversion,0.0
Los Cármenes,2024,2024-01-01,Inversion,0.0
Los Jerónimos,2024,2024-01-01,Inversion,0.0
Los Rosales,2024,2024-01-01,Inversion,19054172.17
Lucero,2024,2024-01-01,Inversion,444054124.25
Marroquina,2024,2024-01-01,Inversion,1300000.0
Media Legua,2024,2024-01-01,Inversion,0.0
Mirasierra,2024,2024-01-01,Inversion,9949365.62
Moscardó,2024,2024-01-01,Inversion,6111242.970000001
Niño Jesús,2024,2024-01-01,Inversion,0.0
Nueva España,2024,2024-01-01,Inversion,37993991.0
Numancia,2024,2024-01-01,Inversion,1600000.0
Opañel,2024,2024-01-01,Inversion,0.0
Orcasitas,2024,2024-01-01,Inversion,4817380.82
Orcasur,2024,2024-01-01,Inversion,9391445.0
Pacífico,2024,2024-01-01,Inversion,12192867.55
Palacio,2024,2024-01-01,Inversion,8930745.0
Palomas,2024,2024-01-01,Inversion,0.0
Palomeras Bajas,2024,2024-01-01,Inversion,26957864.72
Palomeras Sureste,2024,2024-01-01,Inversion,10644619.21
Palos de la Frontera,2024,2024-01-01,Inversion,0.0
Pavones,2024,2024-01-01,Inversion,5511597.79
Peñagrande,2024,2024-01-01,Inversion,0.0
Pilar,2024,2024-01-01,Inversion,0.0
Pinar del Rey,2024,2024-01-01,Inversion,0.0
Piovera,2024,2024-01-01,Inversion,0.0
Portazgo,2024,2024-01-01,Inversion,0.0
Pradolongo,2024,2024-01-01,Inversion,1200000.0
Prosperidad,2024,2024-01-01,Inversion,0.0
Pueblo Nuevo,2024,2024-01-01,Inversion,1400000.0
Puerta Bonita,2024,2024-01-01,Inversion,4052700.0
Puerta del Ángel,2024,2024-01-01,Inversion,0.0
Quintana,2024,2024-01-01,Inversion,0.0
Recoletos,2024,2024-01-01,Inversion,0.0
Rejas,2024,2024-01-01,Inversion,1020000.0
Rosas,2024,2024-01-01,Inversion,26485109.13
Ríos Rosas,2024,2024-01-01,Inversion,0.0
San Cristóbal,2024,2024-01-01,Inversion,0.0
San Diego,2024,2024-01-01,Inversion,52610717.18
San Fermín,2024,2024-01-01,Inversion,40924317.84
San Isidro,2024,2024-01-01,Inversion,0.0
San Juan Bautista,2024,2024-01-01,Inversion,2080000.0
San Pascual,2024,2024-01-01,Inversion,7350112.54
Santa Eugenia,2024,2024-01-01,Inversion,3604556.52
Simancas,2024,2024-01-01,Inversion,0.0
Sol,2024,2024-01-01,Inversion,0.0
Timón,2024,2024-01-01,Inversion,6756768.96
Trafalgar,2024,2024-01-01,Inversion,0.0
Universidad,2024,2024-01-01,Inversion,0.0
Valdeacederas,2024,2024-01-01,Inversion,90904796.43
Valdebernardo,2024,2024-01-01,Inversion,7591924.54
Valdefuentes,2024,2024-01-01,Inversion,25732460.15
Valdemarín,2024,2024-01-01,Inversion,0.0
Valderrivas,2024,2024-01-01,Inversion,0.0
Valdezarza,2024,2024-01-01,Inversion,6300943.07
Vallehermoso,2024,2024-01-01,Inversion,0.0
Valverde,2024,2024-01-01,Inversion,2510528.66
Ventas,2024,2024-01-01,Inversion,92418893.59
Villaverde Alto - Casco Histórico de Villaverde,2024,2024-01-01,Inversion,0.0
Vinateros,2024,2024-01-01,Inversion,1009339.0
Vista Alegre,2024,2024-01-01,Inversion,0.0
Zofío,2024,2024-01-01,Inversion,7677044.86
Águilas,2024,2024-01-01,Inversion,0.0
Ángeles,2024,2024-01-01,Inversion,0.0
Abrantes,2020,2020-01-01,airbnb,3.0
Acacias,2020,2020-01-01,airbnb,44.0
Adelfas,2020,2020-01-01,airbnb,20.0
Aeropuerto,2020,2020-01-01,airbnb,0.0
Alameda de Osuna,2020,2020-01-01,airbnb,9.0
Almagro,2020,2020-01-01,airbnb,48.0
Almenara,2020,2020-01-01,airbnb,22.0
Almendrales,2020,2020-01-01,airbnb,21.0
Aluche,2020,2020-01-01,airbnb,15.0
Amposta,2020,2020-01-01,airbnb,1.0
Apóstol Santiago,2020,2020-01-01,airbnb,0.0
Arapiles,2020,2020-01-01,airbnb,38.0
Aravaca,2020,2020-01-01,airbnb,16.0
Arcos,2020,2020-01-01,airbnb,10.0
Argüelles,2020,2020-01-01,airbnb,86.0
Atalaya,2020,2020-01-01,airbnb,0.0
Atocha,2020,2020-01-01,airbnb,7.0
Bellas Vistas,2020,2020-01-01,airbnb,36.0
Berruguete,2020,2020-01-01,airbnb,21.0
Buenavista,2020,2020-01-01,airbnb,13.0
Butarque,2020,2020-01-01,airbnb,3.0
Campamento,2020,2020-01-01,airbnb,9.0
Canillas,2020,2020-01-01,airbnb,37.0
Canillejas,2020,2020-01-01,airbnb,10.0
Casa de Campo,2020,2020-01-01,airbnb,18.0
Casco Histórico de Barajas,2020,2020-01-01,airbnb,15.0
Casco Histórico de Vallecas,2020,2020-01-01,airbnb,9.0
Casco Histórico de Vicálvaro,2020,2020-01-01,airbnb,0.0
Castellana,2020,2020-01-01,airbnb,47.0
Castilla,2020,2020-01-01,airbnb,18.0
Castillejos,2020,2020-01-01,airbnb,49.0
Chopera,2020,2020-01-01,airbnb,44.0
Ciudad Jardín,2020,2020-01-01,airbnb,14.0
Ciudad Universitaria,2020,2020-01-01,airbnb,10.0
Colina,2020,2020-01-01,airbnb,5.0
Comillas,2020,2020-01-01,airbnb,26.0
Corralejos,2020,2020-01-01,airbnb,3.0
Cortes,2020,2020-01-01,airbnb,322.0
Costillares,2020,2020-01-01,airbnb,1.0
Cuatro Caminos,2020,2020-01-01,airbnb,44.0
Cuatro Vientos,2020,2020-01-01,airbnb,3.0
Delicias,2020,2020-01-01,airbnb,50.0
El Cañaveral,2020,2020-01-01,airbnb,0.0
El Goloso,2020,2020-01-01,airbnb,1.0
El Pardo,2020,2020-01-01,airbnb,1.0
El Plantío,2020,2020-01-01,airbnb,1.0
El Salvador,2020,2020-01-01,airbnb,0.0
El Viso,2020,2020-01-01,airbnb,16.0
Embajadores,2020,2020-01-01,airbnb,753.0
Ensanche de Vallecas,2020,2020-01-01,airbnb,0.0
Entrevías,2020,2020-01-01,airbnb,6.0
Estrella,2020,2020-01-01,airbnb,7.0
Fontarrón,2020,2020-01-01,airbnb,10.0
Fuente del Berro,2020,2020-01-01,airbnb,20.0
Fuentelarreina,2020,2020-01-01,airbnb,0.0
Gaztambide,2020,2020-01-01,airbnb,62.0
Goya,2020,2020-01-01,airbnb,65.0
Guindalera,2020,2020-01-01,airbnb,46.0
Hellín,2020,2020-01-01,airbnb,4.0
Hispanoamérica,2020,2020-01-01,airbnb,29.0
Horcajo,2020,2020-01-01,airbnb,0.0
Ibiza,2020,2020-01-01,airbnb,54.0
Imperial,2020,2020-01-01,airbnb,38.0
Justicia,2020,2020-01-01,airbnb,320.0
La Concepción,2020,2020-01-01,airbnb,19.0
La Paz,2020,2020-01-01,airbnb,6.0
Legazpi,2020,2020-01-01,airbnb,12.0
Lista,2020,2020-01-01,airbnb,44.0
Los Cármenes,2020,2020-01-01,airbnb,0.0
Los Jerónimos,2020,2020-01-01,airbnb,0.0
Los Rosales,2020,2020-01-01,airbnb,6.0
Lucero,2020,2020-01-01,airbnb,17.0
Marroquina,2020,2020-01-01,airbnb,9.0
Media Legua,2020,2020-01-01,airbnb,3.0
Mirasierra,2020,2020-01-01,airbnb,10.0
Moscardó,2020,2020-01-01,airbnb,19.0
Niño Jesús,2020,2020-01-01,airbnb,13.0
Nueva España,2020,2020-01-01,airbnb,16.0
Numancia,2020,2020-01-01,airbnb,50.0
Opañel,2020,2020-01-01,airbnb,23.0
Orcasitas,2020,2020-01-01,airbnb,2.0
Orcasur,2020,2020-01-01,airbnb,5.0
Pacífico,2020,2020-01-01,airbnb,56.0
Palacio,2020,2020-01-01,airbnb,522.0
Palomas,2020,2020-01-01,airbnb,5.0
Palomeras Bajas,2020,2020-01-01,airbnb,17.0
Palomeras Sureste,2020,2020-01-01,airbnb,9.0
Palos de la Frontera,2020,2020-01-01,airbnb,0.0
Pavones,2020,2020-01-01,airbnb,1.0
Peñagrande,2020,2020-01-01,airbnb,14.0
Pilar,2020,2020-01-01,airbnb,17.0
Pinar del Rey,2020,2020-01-01,airbnb,23.0
Piovera,2020,2020-01-01,airbnb,10.0
Portazgo,2020,2020-01-01,airbnb,4.0
Pradolongo,2020,2020-01-01,airbnb,3.0
Prosperidad,2020,2020-01-01,airbnb,32.0
Pueblo Nuevo,2020,2020-01-01,airbnb,25.0
Puerta Bonita,2020,2020-01-01,airbnb,11.0
Puerta del Ángel,2020,2020-01-01,airbnb,0.0
Quintana,2020,2020-01-01,airbnb,39.0
Recoletos,2020,2020-01-01,airbnb,58.0
Rejas,2020,2020-01-01,airbnb,31.0
Rosas,2020,2020-01-01,airbnb,18.0
Ríos Rosas,2020,2020-01-01,airbnb,0.0
San Cristóbal,2020,2020-01-01,airbnb,0.0
San Diego,2020,2020-01-01,airbnb,56.0
San Fermín,2020,2020-01-01,airbnb,13.0
San Isidro,2020,2020-01-01,airbnb,33.0
San Juan Bautista,2020,2020-01-01,airbnb,7.0
San Pascual,2020,2020-01-01,airbnb,9.0
Santa Eugenia,2020,2020-01-01,airbnb,3.0
Simancas,2020,2020-01-01,airbnb,26.0
Sol,2020,2020-01-01,airbnb,434.0
Timón,2020,2020-01-01,airbnb,12.0
Trafalgar,2020,2020-01-01,airbnb,76.0
Universidad,2020,2020-01-01,airbnb,608.0
Valdeacederas,2020,2020-01-01,airbnb,18.0
Valdebernardo,2020,2020-01-01,airbnb,0.0
Valdefuentes,2020,2020-01-01,airbnb,31.0
Valdemarín,2020,2020-01-01,airbnb,1.0
Valderrivas,2020,2020-01-01,airbnb,0.0
Valdezarza,2020,2020-01-01,airbnb,15.0
Vallehermoso,2020,2020-01-01,airbnb,10.0
Valverde,2020,2020-01-01,airbnb,20.0
Ventas,2020,2020-01-01,airbnb,38.0
Villaverde Alto - Casco Histórico de Villaverde,2020,2020-01-01,airbnb,0.0
Vinateros,2020,2020-01-01,airbnb,4.0
Vista Alegre,2020,2020-01-01,airbnb,29.0
Zofío,2020,2020-01-01,airbnb,4.0
Águilas,2020,2020-01-01,airbnb,0.0
Ángeles,2020,2020-01-01,airbnb,0.0
Abrantes,2021,2021-01-01,airbnb,3.0
Acacias,2021,2021-01-01,airbnb,50.0
Adelfas,2021,2021-01-01,airbnb,36.0
Aeropuerto,2021,2021-01-01,airbnb,0.0
Alameda de Osuna,2021,2021-01-01,airbnb,10.0
Almagro,2021,2021-01-01,airbnb,59.0
Almenara,2021,2021-01-01,airbnb,27.0
Almendrales,2021,2021-01-01,airbnb,24.0
Aluche,2021,2021-01-01,airbnb,19.0
Amposta,2021,2021-01-01,airbnb,0.0
Apóstol Santiago,2021,2021-01-01,airbnb,0.0
Arapiles,2021,2021-01-01,airbnb,54.0
Aravaca,2021,2021-01-01,airbnb,18.0
Arcos,2021,2021-01-01,airbnb,11.0
Argüelles,2021,2021-01-01,airbnb,96.0
Atalaya,2021,2021-01-01,airbnb,0.0
Atocha,2021,2021-01-01,airbnb,7.0
Bellas Vistas,2021,2021-01-01,airbnb,40.0
Berruguete,2021,2021-01-01,airbnb,29.0
Buenavista,2021,2021-01-01,airbnb,15.0
Butarque,2021,2021-01-01,airbnb,3.0
Campamento,2021,2021-01-01,airbnb,6.0
Canillas,2021,2021-01-01,airbnb,52.0
Canillejas,2021,2021-01-01,airbnb,17.0
Casa de Campo,2021,2021-01-01,airbnb,17.0
Casco Histórico de Barajas,2021,2021-01-01,airbnb,14.0
Casco Histórico de Vallecas,2021,2021-01-01,airbnb,14.0
Casco Histórico de Vicálvaro,2021,2021-01-01,airbnb,0.0
Castellana,2021,2021-01-01,airbnb,57.0
Castilla,2021,2021-01-01,airbnb,19.0
Castillejos,2021,2021-01-01,airbnb,56.0
Chopera,2021,2021-01-01,airbnb,48.0
Ciudad Jardín,2021,2021-01-01,airbnb,19.0
Ciudad Universitaria,2021,2021-01-01,airbnb,13.0
Colina,2021,2021-01-01,airbnb,8.0
Comillas,2021,2021-01-01,airbnb,27.0
Corralejos,2021,2021-01-01,airbnb,3.0
Cortes,2021,2021-01-01,airbnb,402.0
Costillares,2021,2021-01-01,airbnb,3.0
Cuatro Caminos,2021,2021-01-01,airbnb,74.0
Cuatro Vientos,2021,2021-01-01,airbnb,3.0
Delicias,2021,2021-01-01,airbnb,53.0
El Cañaveral,2021,2021-01-01,airbnb,0.0
El Goloso,2021,2021-01-01,airbnb,1.0
El Pardo,2021,2021-01-01,airbnb,1.0
El Plantío,2021,2021-01-01,airbnb,1.0
El Salvador,2021,2021-01-01,airbnb,0.0
El Viso,2021,2021-01-01,airbnb,17.0
Embajadores,2021,2021-01-01,airbnb,865.0
Ensanche de Vallecas,2021,2021-01-01,airbnb,0.0
Entrevías,2021,2021-01-01,airbnb,10.0
Estrella,2021,2021-01-01,airbnb,9.0
Fontarrón,2021,2021-01-01,airbnb,16.0
Fuente del Berro,2021,2021-01-01,airbnb,29.0
Fuentelarreina,2021,2021-01-01,airbnb,0.0
Gaztambide,2021,2021-01-01,airbnb,67.0
Goya,2021,2021-01-01,airbnb,81.0
Guindalera,2021,2021-01-01,airbnb,77.0
Hellín,2021,2021-01-01,airbnb,5.0
Hispanoamérica,2021,2021-01-01,airbnb,31.0
Horcajo,2021,2021-01-01,airbnb,0.0
Ibiza,2021,2021-01-01,airbnb,65.0
Imperial,2021,2021-01-01,airbnb,49.0
Justicia,2021,2021-01-01,airbnb,376.0
La Concepción,2021,2021-01-01,airbnb,19.0
La Paz,2021,2021-01-01,airbnb,6.0
Legazpi,2021,2021-01-01,airbnb,13.0
Lista,2021,2021-01-01,airbnb,52.0
Los Cármenes,2021,2021-01-01,airbnb,0.0
Los Jerónimos,2021,2021-01-01,airbnb,0.0
Los Rosales,2021,2021-01-01,airbnb,8.0
Lucero,2021,2021-01-01,airbnb,19.0
Marroquina,2021,2021-01-01,airbnb,9.0
Media Legua,2021,2021-01-01,airbnb,3.0
Mirasierra,2021,2021-01-01,airbnb,11.0
Moscardó,2021,2021-01-01,airbnb,33.0
Niño Jesús,2021,2021-01-01,airbnb,15.0
Nueva España,2021,2021-01-01,airbnb,17.0
Numancia,2021,2021-01-01,airbnb,53.0
Opañel,2021,2021-01-01,airbnb,24.0
Orcasitas,2021,2021-01-01,airbnb,4.0
Orcasur,2021,2021-01-01,airbnb,9.0
Pacífico,2021,2021-01-01,airbnb,66.0
Palacio,2021,2021-01-01,airbnb,638.0
Palomas,2021,2021-01-01,airbnb,5.0
Palomeras Bajas,2021,2021-01-01,airbnb,19.0
Palomeras Sureste,2021,2021-01-01,airbnb,12.0
Palos de la Frontera,2021,2021-01-01,airbnb,0.0
Pavones,2021,2021-01-01,airbnb,2.0
Peñagrande,2021,2021-01-01,airbnb,16.0
Pilar,2021,2021-01-01,airbnb,21.0
Pinar del Rey,2021,2021-01-01,airbnb,29.0
Piovera,2021,2021-01-01,airbnb,13.0
Portazgo,2021,2021-01-01,airbnb,4.0
Pradolongo,2021,2021-01-01,airbnb,7.0
Prosperidad,2021,2021-01-01,airbnb,44.0
Pueblo Nuevo,2021,2021-01-01,airbnb,31.0
Puerta Bonita,2021,2021-01-01,airbnb,17.0
Puerta del Ángel,2021,2021-01-01,airbnb,0.0
Quintana,2021,2021-01-01,airbnb,41.0
Recoletos,2021,2021-01-01,airbnb,70.0
Rejas,2021,2021-01-01,airbnb,32.0
Rosas,2021,2021-01-01,airbnb,19.0
Ríos Rosas,2021,2021-01-01,airbnb,0.0
San Cristóbal,2021,2021-01-01,airbnb,0.0
San Diego,2021,2021-01-01,airbnb,73.0
San Fermín,2021,2021-01-01,airbnb,13.0
San Isidro,2021,2021-01-01,airbnb,41.0
San Juan Bautista,2021,2021-01-01,airbnb,7.0
San Pascual,2021,2021-01-01,airbnb,13.0
Santa Eugenia,2021,2021-01-01,airbnb,4.0
Simancas,2021,2021-01-01,airbnb,27.0
Sol,2021,2021-01-01,airbnb,528.0
Timón,2021,2021-01-01,airbnb,7.0
Trafalgar,2021,2021-01-01,airbnb,116.0
Universidad,2021,2021-01-01,airbnb,738.0
Valdeacederas,2021,2021-01-01,airbnb,26.0
Valdebernardo,2021,2021-01-01,airbnb,0.0
Valdefuentes,2021,2021-01-01,airbnb,44.0
Valdemarín,2021,2021-01-01,airbnb,1.0
Valderrivas,2021,2021-01-01,airbnb,0.0
Valdezarza,2021,2021-01-01,airbnb,18.0
Vallehermoso,2021,2021-01-01,airbnb,13.0
Valverde,2021,2021-01-01,airbnb,23.0
Ventas,2021,2021-01-01,airbnb,45.0
Villaverde Alto - Casco Histórico de Villaverde,2021,2021-01-01,airbnb,0.0
Vinateros,2021,2021-01-01,airbnb,5.0
Vista Alegre,2021,2021-01-01,airbnb,32.0
Zofío,2021,2021-01-01,airbnb,5.0
Águilas,2021,2021-01-01,airbnb,0.0
Ángeles,2021,2021-01-01,airbnb,0.0
Abrantes,2022,2022-01-01,airbnb,12.0
Acacias,2022,2022-01-01,airbnb,69.0
Adelfas,2022,2022-01-01,airbnb,43.0
Aeropuerto,2022,2022-01-01,airbnb,1.0
Alameda de Osuna,2022,2022-01-01,airbnb,21.0
Almagro,2022,2022-01-01,airbnb,73.0
Almenara,2022,2022-01-01,airbnb,52.0
Almendrales,2022,2022-01-01,airbnb,29.0
Aluche,2022,2022-01-01,airbnb,22.0
Amposta,2022,2022-01-01,airbnb,0.0
Apóstol Santiago,2022,2022-01-01,airbnb,0.0
Arapiles,2022,2022-01-01,airbnb,74.0
Aravaca,2022,2022-01-01,airbnb,22.0
Arcos,2022,2022-01-01,airbnb,14.0
Argüelles,2022,2022-01-01,airbnb,138.0
Atalaya,2022,2022-01-01,airbnb,0.0
Atocha,2022,2022-01-01,airbnb,10.0
Bellas Vistas,2022,2022-01-01,airbnb,68.0
Berruguete,2022,2022-01-01,airbnb,46.0
Buenavista,2022,2022-01-01,airbnb,14.0
Butarque,2022,2022-01-01,airbnb,4.0
Campamento,2022,2022-01-01,airbnb,13.0
Canillas,2022,2022-01-01,airbnb,59.0
Canillejas,2022,2022-01-01,airbnb,27.0
Casa de Campo,2022,2022-01-01,airbnb,27.0
Casco Histórico de Barajas,2022,2022-01-01,airbnb,21.0
Casco Histórico de Vallecas,2022,2022-01-01,airbnb,24.0
Casco Histórico de Vicálvaro,2022,2022-01-01,airbnb,0.0
Castellana,2022,2022-01-01,airbnb,77.0
Castilla,2022,2022-01-01,airbnb,23.0
Castillejos,2022,2022-01-01,airbnb,85.0
Chopera,2022,2022-01-01,airbnb,62.0
Ciudad Jardín,2022,2022-01-01,airbnb,34.0
Ciudad Universitaria,2022,2022-01-01,airbnb,15.0
Colina,2022,2022-01-01,airbnb,9.0
Comillas,2022,2022-01-01,airbnb,58.0
Corralejos,2022,2022-01-01,airbnb,3.0
Cortes,2022,2022-01-01,airbnb,553.0
Costillares,2022,2022-01-01,airbnb,10.0
Cuatro Caminos,2022,2022-01-01,airbnb,114.0
Cuatro Vientos,2022,2022-01-01,airbnb,5.0
Delicias,2022,2022-01-01,airbnb,78.0
El Cañaveral,2022,2022-01-01,airbnb,0.0
El Goloso,2022,2022-01-01,airbnb,2.0
El Pardo,2022,2022-01-01,airbnb,1.0
El Plantío,2022,2022-01-01,airbnb,1.0
El Salvador,2022,2022-01-01,airbnb,0.0
El Viso,2022,2022-01-01,airbnb,24.0
Embajadores,2022,2022-01-01,airbnb,1182.0
Ensanche de Vallecas,2022,2022-01-01,airbnb,0.0
Entrevías,2022,2022-01-01,airbnb,15.0
Estrella,2022,2022-01-01,airbnb,11.0
Fontarrón,2022,2022-01-01,airbnb,22.0
Fuente del Berro,2022,2022-01-01,airbnb,43.0
Fuentelarreina,2022,2022-01-01,airbnb,0.0
Gaztambide,2022,2022-01-01,airbnb,94.0
Goya,2022,2022-01-01,airbnb,131.0
Guindalera,2022,2022-01-01,airbnb,120.0
Hellín,2022,2022-01-01,airbnb,9.0
Hispanoamérica,2022,2022-01-01,airbnb,52.0
Horcajo,2022,2022-01-01,airbnb,0.0
Ibiza,2022,2022-01-01,airbnb,90.0
Imperial,2022,2022-01-01,airbnb,62.0
Justicia,2022,2022-01-01,airbnb,533.0
La Concepción,2022,2022-01-01,airbnb,25.0
La Paz,2022,2022-01-01,airbnb,8.0
Legazpi,2022,2022-01-01,airbnb,17.0
Lista,2022,2022-01-01,airbnb,76.0
Los Cármenes,2022,2022-01-01,airbnb,0.0
Los Jerónimos,2022,2022-01-01,airbnb,0.0
Los Rosales,2022,2022-01-01,airbnb,14.0
Lucero,2022,2022-01-01,airbnb,30.0
Marroquina,2022,2022-01-01,airbnb,12.0
Media Legua,2022,2022-01-01,airbnb,4.0
Mirasierra,2022,2022-01-01,airbnb,11.0
Moscardó,2022,2022-01-01,airbnb,46.0
Niño Jesús,2022,2022-01-01,airbnb,24.0
Nueva España,2022,2022-01-01,airbnb,24.0
Numancia,2022,2022-01-01,airbnb,75.0
Opañel,2022,2022-01-01,airbnb,42.0
Orcasitas,2022,2022-01-01,airbnb,7.0
Orcasur,2022,2022-01-01,airbnb,32.0
Pacífico,2022,2022-01-01,airbnb,114.0
Palacio,2022,2022-01-01,airbnb,874.0
Palomas,2022,2022-01-01,airbnb,6.0
Palomeras Bajas,2022,2022-01-01,airbnb,35.0
Palomeras Sureste,2022,2022-01-01,airbnb,16.0
Palos de la Frontera,2022,2022-01-01,airbnb,0.0
Pavones,2022,2022-01-01,airbnb,2.0
Peñagrande,2022,2022-01-01,airbnb,19.0
Pilar,2022,2022-01-01,airbnb,27.0
Pinar del Rey,2022,2022-01-01,airbnb,43.0
Piovera,2022,2022-01-01,airbnb,14.0
Portazgo,2022,2022-01-01,airbnb,11.0
Pradolongo,2022,2022-01-01,airbnb,14.0
Prosperidad,2022,2022-01-01,airbnb,66.0
Pueblo Nuevo,2022,2022-01-01,airbnb,58.0
Puerta Bonita,2022,2022-01-01,airbnb,25.0
Puerta del Ángel,2022,2022-01-01,airbnb,0.0
Quintana,2022,2022-01-01,airbnb,54.0
Recoletos,2022,2022-01-01,airbnb,111.0
Rejas,2022,2022-01-01,airbnb,41.0
Rosas,2022,2022-01-01,airbnb,19.0
Ríos Rosas,2022,2022-01-01,airbnb,0.0
San Cristóbal,2022,2022-01-01,airbnb,0.0
San Diego,2022,2022-01-01,airbnb,97.0
San Fermín,2022,2022-01-01,airbnb,17.0
San Isidro,2022,2022-01-01,airbnb,77.0
San Juan Bautista,2022,2022-01-01,airbnb,10.0
San Pascual,2022,2022-01-01,airbnb,16.0
Santa Eugenia,2022,2022-01-01,airbnb,4.0
Simancas,2022,2022-01-01,airbnb,34.0
Sol,2022,2022-01-01,airbnb,678.0
Timón,2022,2022-01-01,airbnb,12.0
Trafalgar,2022,2022-01-01,airbnb,157.0
Universidad,2022,2022-01-01,airbnb,975.0
Valdeacederas,2022,2022-01-01,airbnb,38.0
Valdebernardo,2022,2022-01-01,airbnb,0.0
Valdefuentes,2022,2022-01-01,airbnb,70.0
Valdemarín,2022,2022-01-01,airbnb,1.0
Valderrivas,2022,2022-01-01,airbnb,0.0
Valdezarza,2022,2022-01-01,airbnb,30.0
Vallehermoso,2022,2022-01-01,airbnb,18.0
Valverde,2022,2022-01-01,airbnb,41.0
Ventas,2022,2022-01-01,airbnb,64.0
Villaverde Alto - Casco Histórico de Villaverde,2022,2022-01-01,airbnb,0.0
Vinateros,2022,2022-01-01,airbnb,9.0
Vista Alegre,2022,2022-01-01,airbnb,55.0
Zofío,2022,2022-01-01,airbnb,14.0
Águilas,2022,2022-01-01,airbnb,0.0
Ángeles,2022,2022-01-01,airbnb,0.0
Abrantes,2023,2023-01-01,airbnb,29.0
Acacias,2023,2023-01-01,airbnb,109.0
