Barrio,anyo,Inversion,airbnb,Superficie (Ha.),Población densidad (hab./Ha.),Tasa bruta de natalidad (‰),Población en etapas educativas,Tasa de crecimiento demográfico (porcentaje),Porcentaje de envejecimiento (Población mayor de 65 años/Población total),Paro registrado (número de personas registradas en SEPE en febrero),Tamaño medio del hogar,Valor catastral medio por inmueble de uso residencial,Hogares con un hombre solo mayor de 65 años,Hogares con una mujer sola mayor de 65 años,Edad media de la población,Número Habitantes,Población Mujeres,Total hogares,Personas con nacionalidad española,Personas con nacionalidad extranjera,Renta neta media anual de los hogares (Urban Audit),num_hogar_monoparental,anyo_timestamp,poblacion_noEstudios,poblacion_estudios_medios,poblacion_estudios_superiores,precio_vivienda
Villaverde Alto - Casco Histórico de Villaverde,2023,0.0,43,925.36,51.67,8.84,7126,-1.04,16.37,3272,2.773464728,60566.0,417,1467,42.12,47817,24991,16642,35797,10359,27992.0,456,2023-01-01,5853,5090,3779,1938.69
Vinateros,2023,0.0,15,59.4,284.26,6.64,1832,-1.55,28.64,709,2.300304878,76391.0,262,1124,49.12,16885,9403,7216,14470,2129,32218.0,140,2023-01-01,2424,7451,3687,2544.08
Vista Alegre,2023,0.0,91,158.92,300.32,6.39,5644,-1.3,22.22,2442,2.646432436,60690.0,539,2097,45.17,47727,25904,17561,35020,11454,30153.0,351,2023-01-01,6961,17618,6334,2236.79
Zofío,2023,8677045.03,23,77.4,185.81,6.07,1836,-2.21,17.7,811,2.78490566,46548.0,121,494,43.22,14382,7701,5035,10319,3702,28223.0,105,2023-01-01,2333,6890,1626,2107.67
Águilas,2023,0.0,23,360.96,142.03,5.74,5876,-1.35,27.72,2255,2.440598332,61671.0,770,2656,48.53,51268,27543,20858,44456,6450,32801.0,417,2023-01-01,6705,17631,6942,2350.98
Ángeles,2023,0.0,17,193.53,179.96,6.98,4095,0.7,24.39,1810,2.563181677,75914.0,391,1599,45.74,34827,18535,12836,26729,6172,30947.0,294,2023-01-01,5572,16257,2613,1903.27
Abrantes,2024,0.0,34,156.46,212.6358175,7.6,4661,-2.45,17.19,1721,2.82,60076.0,296,1114,42.76,33269,17684,11237,23969,7722,0.0,268,2024-01-01,4330,14407,4672,2130.72
Acacias,2024,2120000.0,161,107.34,339.8080865,6.05,3505,-0.09,25.76,1163,2.31,118760.0,492,1645,47.69,36475,19652,15624,33113,2956,0.0,286,2024-01-01,2371,11266,12786,4699.92
Adelfas,2024,2967039.67,53,64.08,296.8945069,6.76,2371,-0.62,22.83,591,2.37,137001.0,211,780,45.67,19025,10171,7959,17210,1622,0.0,173,2024-01-01,1111,3662,7202,4412.55
Aeropuerto,2024,134113043.5,9,2966.0,0.657005417,5.79,304,-0.37,14.88,99,2.71,62792.0,25,58,42.02,1949,959,702,1448,454,0.0,22,2024-01-01,283,951,219,0.0
Alameda de Osuna,2024,8435326.5,29,203.13,97.84374538,5.9,3031,-0.12,26.58,469,2.64,140747.0,265,717,46.3,19875,10391,7458,18280,1405,0.0,191,2024-01-01,769,3281,6812,3486.44
Almagro,2024,0.0,130,93.79,213.157053,7.84,2119,-0.31,24.57,404,2.39,288023.0,314,859,46.49,19992,11151,8109,16310,3108,0.0,143,2024-01-01,655,2837,9511,8249.9
Almenara,2024,0.0,134,99.94,241.0446268,7.32,2662,-2.03,18.73,1386,2.41,112583.0,349,880,43.96,24090,12818,9560,18810,4247,0.0,226,2024-01-01,2920,9358,6360,4046.93
Almendrales,2024,4615872.12,66,78.01,306.7170876,8.34,3369,-1.48,15.13,1181,2.81,66919.0,202,759,41.75,23927,12538,8129,16072,6762,0.0,207,2024-01-01,3298,5400,3733,2687.09
Aluche,2024,0.0,52,284.98,242.0275107,6.0,7462,-1.14,28.66,2708,2.46,74464.0,1007,3758,48.58,68973,37354,27043,53909,12678,0.0,499,2024-01-01,7961,15184,13672,2484.34
Amposta,2024,0.0,10,37.02,263.3441383,9.42,1283,-4.66,17.08,696,2.63,47448.0,133,379,42.96,9749,5185,3471,6957,2169,0.0,97,2024-01-01,1552,4750,916,1863.48
Apóstol Santiago,2024,0.0,24,120.51,131.4579703,6.88,1843,-0.4,21.78,704,2.62,117670.0,166,669,46.04,15842,8301,5881,13639,1796,0.0,126,2024-01-01,1378,6463,4320,2960.4
Arapiles,2024,5508238.54,163,57.82,431.1829817,6.19,2346,-0.91,24.2,713,2.13,141869.0,389,1466,46.18,24931,13820,11347,20919,3271,0.0,187,2024-01-01,1197,6740,12315,6431.52
Aravaca,2024,1500000.0,30,583.4,48.32533425,8.44,4876,-0.45,16.81,607,3.07,228019.0,222,610,41.21,28193,14982,8930,24491,2954,0.0,298,2024-01-01,1027,5858,11197,4564.22
Arcos,2024,2797137.4,24,130.52,201.3484523,6.88,3545,-1.57,16.83,1361,2.72,80315.0,219,858,43.3,26280,13864,9317,21926,3428,0.0,251,2024-01-01,3582,7692,4310,2239.88
Argüelles,2024,2287509.47,215,75.75,329.8613861,6.45,2421,-1.36,24.44,607,2.29,241591.0,398,1149,46.65,24987,13495,10711,20538,3959,0.0,174,2024-01-01,960,6292,2729,5730.29
Atalaya,2024,0.0,0,24.89,67.17557252,4.96,257,-0.93,23.0,37,2.69,228601.0,17,51,44.7,1672,955,604,1438,184,0.0,23,2024-01-01,33,375,837,5327.85
Atocha,2024,0.0,16,73.57,27.82384124,11.21,363,-18.44,9.8,68,2.62,191895.0,7,30,38.25,2047,1051,743,1737,212,0.0,25,2024-01-01,84,633,724,0.0
Bellas Vistas,2024,0.0,155,71.52,426.8875839,6.75,3295,-1.23,18.41,1195,2.41,94102.0,414,1211,43.61,30531,16513,12185,21920,7434,0.0,212,2024-01-01,826,12207,9555,4005.91
Berruguete,2024,0.0,136,60.71,441.6570581,7.46,3054,-2.93,16.21,1080,2.41,85925.0,258,983,42.71,26813,14694,10656,18957,6737,0.0,237,2024-01-01,2459,11406,3412,3674.61
Buenavista,2024,34167851.120000005,26,561.32,90.92852562,6.97,8831,-2.76,13.45,2242,2.74,76350.0,377,1098,40.82,51040,26300,17942,41048,8102,0.0,663,2024-01-01,3812,13124,7636,2678.66
Butarque,2024,11814755.05,18,637.55,35.09528664,10.02,4559,-2.39,9.09,1077,2.86,80602.0,102,274,37.29,22375,11565,7464,17992,3324,0.0,336,2024-01-01,1847,9747,1693,2251.01
Campamento,2024,0.0,23,919.14,22.47426943,7.21,2440,-2.11,22.93,875,2.63,75535.0,277,790,45.67,20657,11146,7505,14985,4764,0.0,144,2024-01-01,2532,9360,4114,2502.57
Canillas,2024,9116308.03,87,252.25,160.3171457,5.38,4636,-0.2,27.75,1420,2.45,123884.0,506,1849,48.34,40440,21647,16218,35353,4433,0.0,344,2024-01-01,3754,10633,5562,3718.95
Canillejas,2024,1030000.0,73,159.77,187.4131564,6.63,3627,-1.83,23.25,1333,2.61,75696.0,355,1217,45.89,29943,16021,11156,23410,5657,0.0,245,2024-01-01,4070,13662,5504,2557.01
Casa de Campo,2024,17518140.509999998,44,1746.0,7.414407294,5.87,1251,0.29,25.52,460,2.27,110026.0,215,735,48.63,12946,6899,5615,11610,1157,0.0,115,2024-01-01,835,4069,2713,4250.27
Casco Histórico de Barajas,2024,24932944.85,40,54.94,138.7877685,6.24,810,-0.45,19.93,300,2.32,121504.0,105,257,45.15,7625,3967,3187,5920,1464,0.0,68,2024-01-01,912,3830,1369,3285.62
Casco Histórico de Vallecas,2024,177929840.19,72,4305.0,9.753309839,8.3,6259,-2.1,16.69,2894,2.69,62266.0,398,1290,42.02,41984,21718,15035,32338,8079,0.0,447,2024-01-01,6976,19345,4068,2091.64
Casco Histórico de Vicálvaro,2024,0.0,34,2149.0,17.22232044,7.48,5153,-1.23,20.04,2226,2.63,57888.0,443,1385,44.07,37018,19258,13509,27556,7962,0.0,335,2024-01-01,6553,15348,4203,2740.64
Castellana,2024,0.0,111,77.34,228.7561417,6.31,1750,0.57,23.58,295,2.4,346122.0,268,696,45.03,17692,9952,7054,13273,3646,0.0,88,2024-01-01,450,2127,7237,8983.97
Castilla,2024,4682616.04,46,216.13,81.5250081,7.82,2296,-0.34,22.81,400,2.52,158670.0,247,694,44.93,17620,9374,6757,15130,1916,0.0,125,2024-01-01,591,2953,3857,4596.6
Castillejos,2024,0.0,163,70.47,301.6319001,8.52,2015,-1.41,23.76,668,2.16,154158.0,367,1077,46.4,21256,11637,9525,17131,3439,0.0,144,2024-01-01,1069,6440,9967,4949.86
Chopera,2024,26775200.4,128,56.78,356.7453329,7.75,2064,-0.14,23.0,831,2.27,93634.0,274,1028,46.4,20256,11014,8724,16917,2844,0.0,167,2024-01-01,1673,7922,3453,4173.01
Ciudad Jardín,2024,1299999.99,59,76.23,248.3011938,8.02,2241,-0.56,23.82,595,2.27,142569.0,273,950,46.08,18928,10526,8148,15981,2532,0.0,162,2024-01-01,849,1456,8825,5627.01
Ciudad Universitaria,2024,6500000.0,24,1425.0,11.8420591,6.81,2115,-0.88,25.55,373,2.61,277761.0,236,697,46.06,16876,9041,6277,14734,1630,0.0,131,2024-01-01,610,949,8529,4531.6
Colina,2024,0.0,17,55.97,121.6723245,9.61,947,-3.58,22.93,210,2.41,161219.0,86,267,45.29,6810,3747,2726,5773,796,0.0,97,2024-01-01,257,1686,3245,5025.68
Comillas,2024,20296876.45,106,66.61,352.289446,7.34,2448,-2.26,23.07,1127,2.35,63934.0,376,1199,46.36,23466,12593,9679,17864,4857,0.0,215,2024-01-01,843,10578,5631,2781.64
Corralejos,2024,0.0,13,467.25,16.61423221,7.88,1509,-0.33,10.65,182,2.88,182106.0,45,86,39.4,7763,3936,2651,7075,551,0.0,123,2024-01-01,238,1561,1491,4119.66
Cortes,2024,115913609.9,824,59.19,188.7312046,5.73,671,0.11,17.37,438,1.94,174473.0,232,415,44.88,11171,5648,5580,7744,3072,0.0,63,2024-01-01,529,3287,5635,6099.39
Costillares,2024,0.0,22,142.72,156.2429933,6.27,3113,-0.67,23.52,559,2.7,198118.0,260,857,45.34,22299,11861,8107,20610,1303,0.0,210,2024-01-01,696,4926,3636,4574.53
Cuatro Caminos,2024,60500000.0,262,118.5,301.4599156,8.06,3648,-0.81,22.59,1125,2.27,143674.0,492,1792,45.63,35723,19703,15324,28825,5928,0.0,248,2024-01-01,1894,10807,16230,5096.26
Cuatro Vientos,2024,0.0,5,543.01,11.81746193,6.95,1230,-2.58,7.42,307,2.61,111616.0,35,82,37.86,6417,3225,2342,5479,643,0.0,120,2024-01-01,342,2484,1674,3375.62
Delicias,2024,0.0,151,105.47,279.3685408,7.46,3724,-1.17,17.71,962,2.35,117938.0,342,1062,43.59,29465,15577,12142,24853,3722,0.0,264,2024-01-01,447,9246,12238,4338.14
El Cañaveral,2024,227862152.63,0,1057.0,16.25923229,32.82,2986,-37.37,2.72,467,2.53,124737.0,14,23,32.6,17193,8538,5169,11436,1618,0.0,192,2024-01-01,248,4986,5846,2819.96
El El Salvador,2024,0.0,12,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2024-01-01,0,0,0,0.0
El Goloso,2024,206327441.73,5,2649.0,7.396642899,11.55,5499,0.2,8.51,366,3.19,160054.0,70,140,35.39,19596,9902,5965,17847,1189,0.0,437,2024-01-01,629,3236,3553,5731.1
El Pardo,2024,1640000.0,0,18758.0,0.184451289,5.88,407,-1.15,24.47,115,2.6,108551.0,60,183,47.28,3460,1731,1316,3240,181,0.0,37,2024-01-01,388,1602,781,3282.62
El Plantío,2024,0.0,8,352.82,8.945071141,7.61,590,-1.52,19.91,51,3.19,506088.0,36,48,42.07,3156,1689,953,2718,326,0.0,26,2024-01-01,93,620,1408,0.0
El Viso,2024,5584372.28,42,170.92,102.6503627,9.69,2408,-0.54,22.26,295,2.79,418947.0,198,554,44.83,17545,9628,6195,15273,2001,0.0,107,2024-01-01,452,3812,3586,7235.62
Embajadores,2024,6970522.0,2063,103.37,470.0590113,5.53,3662,0.52,13.75,2379,2.03,97608.0,702,1555,42.91,48590,23115,22794,32044,14160,0.0,351,2024-01-01,3304,16356,17370,4825.25
Ensanche de Vallecas,2024,36475812.61,0,634.11,88.6045008,11.21,12435,-3.99,5.46,2387,2.54,104727.0,237,363,35.21,56185,28868,20925,45592,7616,0.0,1152,2024-01-01,2525,18362,14250,3197.51
Entrevías,2024,10499976.23,40,597.19,61.70732933,8.87,5066,-2.02,18.4,2650,2.77,45095.0,363,1233,43.32,36851,19140,12790,28492,6907,0.0,336,2024-01-01,7547,6950,983,1963.83
Estrella,2024,0.0,26,102.55,222.0770356,4.31,2870,0.58,31.92,473,2.6,183793.0,276,1090,49.2,22774,12320,8720,21539,1110,0.0,143,2024-01-01,984,4147,11007,4446.83
Fontarrón,2024,0.0,32,96.46,186.605847,6.4,2101,-1.68,23.56,898,2.49,72599.0,238,947,46.65,18000,9811,6957,14252,3081,0.0,153,2024-01-01,2420,8346,3282,2617.66
Fuente del Berro,2024,0.0,113,85.26,251.5716631,6.8,2241,-0.39,24.73,683,2.24,135212.0,321,1170,46.93,21449,12016,9345,17944,2985,0.0,157,2024-01-01,1125,6519,9695,5701.33
Fuentelarreina,2024,0.0,4,138.26,25.30015912,6.51,614,-1.89,25.89,41,2.94,325357.0,46,113,45.15,3498,1907,1158,3151,259,0.0,28,2024-01-01,85,691,1717,4462.11
Gaztambide,2024,0.0,160,50.65,464.6199408,6.18,2163,-1.32,25.41,637,2.16,151266.0,423,1329,46.77,23533,13112,10610,19678,3281,0.0,130,2024-01-01,999,6092,12020,6618.75
Goya,2024,4371000.0,228,77.03,394.4047774,7.43,2980,-0.12,24.08,744,2.22,192153.0,515,1519,46.2,30381,17162,13279,24180,5297,0.0,221,2024-01-01,1107,7561,12117,7497.63
Guindalera,2024,12433344.81,237,160.28,267.6877964,6.52,4751,-0.58,23.95,1186,2.31,147423.0,581,2107,46.41,42905,23374,18143,36596,5368,0.0,289,2024-01-01,1771,11577,16359,5305.78
Hellín,2024,2843310.23,20,55.06,180.9843807,7.65,1273,-2.98,20.06,586,2.59,62446.0,135,482,45.02,9965,5375,3696,7685,1870,0.0,92,2024-01-01,1579,4779,1201,1965.71
Hispanoamérica,2024,0.0,99,171.25,186.9430657,9.25,4403,-0.02,24.91,774,2.51,213322.0,441,1532,46.24,32014,17561,12547,28771,2699,0.0,248,2024-01-01,981,7388,16197,6322.94
Horcajo,2024,0.0,2,74.59,86.08392546,4.73,844,0.24,11.31,333,2.88,140623.0,38,88,41.7,6421,3352,2200,5821,518,0.0,66,2024-01-01,423,2067,2023,3687.51
Ibiza,2024,0.0,174,49.2,447.3577236,6.81,2526,-0.54,25.3,572,2.29,191470.0,320,1158,46.98,22010,12287,9378,18404,3088,0.0,197,2024-01-01,976,4038,9548,6694.29
Imperial,2024,40815972.23,142,96.77,234.2461507,5.13,2377,0.32,23.47,762,2.3,124427.0,317,998,47.07,22668,12130,9720,20494,1891,0.0,165,2024-01-01,1436,7132,9676,4351.64
Justicia,2024,0.0,880,73.94,253.4352177,6.35,1289,-1.13,15.75,701,2.0,202106.0,292,647,44.12,18739,9242,9132,13309,4910,0.0,129,2024-01-01,739,5375,4073,7568.22
La Concepción,2024,1106155.4,68,88.59,251.2247432,6.33,2302,-2.42,23.97,812,2.27,98899.0,374,1272,47.06,22256,12118,9241,17501,3440,0.0,218,2024-01-01,1644,8722,7496,4474.03
La Paz,2024,147872794.75,18,215.48,150.0974568,6.41,3694,0.48,36.16,673,2.57,146713.0,444,1466,50.6,32343,17335,12517,30421,1771,0.0,200,2024-01-01,1866,10003,12542,3800.94
Legazpi,2024,10801842.18,41,141.45,140.38883,8.48,3240,0.01,11.34,542,2.5,150227.0,133,338,40.5,19858,10146,7777,17908,1560,0.0,234,2024-01-01,681,3078,2376,5137.8
Lista,2024,0.0,158,52.02,413.4179162,7.09,2130,-0.88,24.16,524,2.25,187049.0,323,1155,45.94,21506,12191,9340,17164,3805,0.0,158,2024-01-01,770,5295,3894,7426.62
Los Los Cármenes,2024,0.0,34,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2024-01-01,0,0,0,0.0
Los Los Jerónimos,2024,0.0,80,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2024-01-01,0,0,0,0.0
Los Rosales,2024,19054172.17,38,154.07,257.3375738,6.74,5106,-1.3,17.17,2153,2.83,64214.0,359,1104,43.34,39648,20643,13365,29393,8414,0.0,287,2024-01-01,5730,15592,4101,2058.92
Lucero,2024,444054124.25,62,167.9,226.7540203,6.48,4334,-1.89,21.6,1755,2.55,76000.0,493,1672,45.58,38072,20237,14396,29252,7497,0.0,282,2024-01-01,4903,16871,3637,2608.14
Marroquina,2024,1300000.0,26,179.01,147.3548964,4.5,2464,0.68,29.15,1083,2.41,100597.0,385,1466,50.08,26378,14273,10837,24122,1998,0.0,176,2024-01-01,873,6200,8118,3152.65
Media Legua,2024,0.0,14,99.9,178.048048,5.88,1930,0.31,28.7,897,2.43,103134.0,234,1005,48.63,17787,9714,7142,15307,2016,0.0,146,2024-01-01,742,4936,4701,2831.98
Mirasierra,2024,9949365.62,12,699.28,52.54547535,10.89,7879,-1.23,15.85,779,3.12,216404.0,236,704,39.62,36744,19065,11425,33825,1851,0.0,412,2024-01-01,1019,2153,16361,6127.26
Moscardó,2024,6111242.970000001,118,90.88,306.7011444,7.7,3282,-1.67,18.26,1371,2.67,56285.0,327,1103,43.77,27873,14704,9937,18585,7994,0.0,240,2024-01-01,3566,9187,4635,2700.19
Niño Jesús,2024,0.0,54,64.33,237.3853568,5.96,2125,0.24,27.34,301,2.65,250656.0,197,684,47.08,15271,8362,5695,14081,1012,0.0,107,2024-01-01,414,2440,7900,5875.44
Nueva España,2024,37993991.0,105,179.01,139.8972124,9.71,3998,-0.41,21.36,482,2.64,270811.0,334,912,43.77,25043,13731,9275,21905,2561,0.0,193,2024-01-01,526,4992,12076,7026.52
Numancia,2024,1600000.0,146,184.91,275.59894,7.68,6066,-2.93,18.27,2919,2.6,53286.0,593,1841,43.6,50961,26616,18715,35974,12746,0.0,437,2024-01-01,6044,12526,7069,2232.74
Opañel,2024,0.0,108,110.73,320.7170595,6.79,3866,-1.74,19.87,1619,2.52,64979.0,446,1575,44.79,35513,19119,13463,25415,8468,0.0,266,2024-01-01,4144,12190,5965,2468.48
Orcasitas,2024,4817380.82,27,135.64,173.1200236,6.16,3515,-0.39,19.0,1321,2.71,56431.0,240,877,44.04,23482,12472,8512,20534,2550,0.0,222,2024-01-01,3982,9362,2662,1758.15
Orcasur,2024,9391445.0,47,138.73,107.0496648,8.24,2223,-0.98,14.38,1040,2.98,67964.0,125,305,41.15,14851,7644,4835,11512,2878,0.0,114,2024-01-01,2637,6260,903,0.0
Pacífico,2024,12192867.55,208,75.83,444.982197,6.11,3260,-0.86,26.45,973,2.22,123126.0,563,1969,48.1,33743,18589,14847,29487,3540,0.0,246,2024-01-01,1830,7185,13391,4756.3
Palacio,2024,8930745.0,1287,146.99,165.5350704,4.22,1648,-0.36,19.29,1073,2.0,138151.0,485,1049,45.98,24332,12324,11768,18399,5101,0.0,189,2024-01-01,1485,7662,11277,5659.44
Palomas,2024,0.0,6,106.88,65.66242515,5.92,1283,0.16,16.56,163,3.01,262729.0,59,126,41.5,7018,3576,2300,6208,714,0.0,78,2024-01-01,129,1403,1420,5139.42
Palomeras Bajas,2024,26957864.72,54,172.39,242.2124253,6.52,4902,-1.35,17.82,2392,2.65,55282.0,416,1376,44.21,41755,22222,15269,33432,7045,0.0,361,2024-01-01,5823,17735,5588,2200.42
Palomeras Sureste,2024,10644619.21,46,310.86,142.8167021,7.51,5638,-1.45,18.65,2495,2.63,56375.0,457,1480,44.26,44396,23271,16410,36615,6546,0.0,428,2024-01-01,3015,20794,4724,1994.56
Palos de la Frontera,2024,0.0,298,64.84,397.7483035,6.1,2278,-0.08,21.66,938,2.13,101062.0,416,1297,46.25,25790,13678,11762,21160,3937,0.0,191,2024-01-01,1876,8782,10848,4640.72
Pavones,2024,5511597.79,6,100.97,91.19540458,4.56,943,-1.08,27.42,432,2.67,102135.0,97,380,48.34,9208,4968,3298,7762,1052,0.0,65,2024-01-01,1276,3778,844,2525.56
Peñagrande,2024,0.0,47,288.73,155.3146538,6.73,5754,-1.03,27.42,1411,2.55,140280.0,593,1916,47.35,44844,23987,17370,40592,3749,0.0,424,2024-01-01,1250,15664,5364,4013.27
Pilar,2024,0.0,45,136.32,341.4245892,6.53,4839,-0.56,28.6,1603,2.32,84273.0,678,2662,48.73,46543,25370,19653,39433,6176,0.0,372,2024-01-01,5638,19152,11370,3957.97
Pinar del Rey,2024,0.0,90,266.48,200.0637947,6.7,6068,-0.36,26.36,2138,2.41,100498.0,723,2680,47.62,53313,28810,21565,44998,7033,0.0,521,2024-01-01,2142,19224,10778,3268.81
Piovera,2024,0.0,18,313.96,49.22601605,4.8,2565,-0.62,16.2,307,2.99,390444.0,103,268,41.92,15455,8033,5025,12453,2588,0.0,127,2024-01-01,362,3110,7360,5811.22
Portazgo,2024,0.0,31,124.53,238.8661367,6.46,3928,-1.73,21.18,1879,2.63,48658.0,344,1212,44.69,29746,15786,10941,23537,5204,0.0,270,2024-01-01,2192,13533,3184,2039.79
Pradolongo,2024,1200000.0,46,109.57,174.9749019,8.49,2467,-2.47,16.01,943,2.93,48305.0,183,553,42.17,19172,10028,6095,11001,6876,0.0,151,2024-01-01,954,9434,802,0.0
Prosperidad,2024,0.0,149,104.01,355.3600615,6.95,3863,-0.18,26.13,1086,2.22,131708.0,544,2135,47.32,36961,20431,16211,31810,4217,0.0,297,2024-01-01,1713,6526,15657,5010.83
Pueblo Nuevo,2024,1400000.0,157,231.92,284.0375992,6.35,7237,-1.45,21.55,2780,2.57,83552.0,802,2696,45.56,65874,35299,24463,49820,13020,0.0,461,2024-01-01,7941,29311,6233,2861.24
Puerta Bonita,2024,4052700.0,64,160.86,241.0854159,7.84,5154,-3.89,16.86,2138,2.85,59249.0,376,1240,42.57,38781,20421,12904,26633,10165,0.0,308,2024-01-01,1911,9253,2252,2196.36
Puerta del Ángel,2024,0.0,239,137.53,330.9314331,6.54,4644,-4.47,19.6,2157,2.37,78696.0,583,1935,44.85,45513,24188,18239,33377,9915,0.0,339,2024-01-01,5095,12387,11397,2883.88
Quintana,2024,0.0,87,72.31,370.1009542,6.16,2715,-5.18,20.89,1176,2.38,89392.0,353,1326,45.65,26762,14617,10680,19738,5729,0.0,194,2024-01-01,2401,11700,7411,3549.06
Recoletos,2024,0.0,228,87.31,181.4797847,7.4,1633,1.31,24.35,265,2.3,392204.0,292,628,46.57,15845,8709,6716,12205,3239,0.0,112,2024-01-01,372,2374,6948,11905.33
Rejas,2024,1020000.0,82,501.57,36.27808681,7.97,3123,-2.49,11.83,629,2.5,102909.0,152,391,40.03,18196,9329,6963,13956,3443,0.0,301,2024-01-01,887,4314,2547,2959.07
Rosas,2024,26485109.13,30,929.65,33.17162373,4.02,3796,0.44,16.37,1122,2.76,117439.0,228,659,43.96,30838,16104,11122,28711,2040,0.0,271,2024-01-01,2242,7944,8613,3700.37
Ríos Rosas,2024,0.0,133,97.54,286.6721345,7.25,3008,-0.97,23.5,684,2.22,159576.0,398,1454,45.84,27962,15701,12253,23584,3579,0.0,219,2024-01-01,1075,4229,14459,6592.8
San Cristóbal,2024,0.0,17,108.25,174.3187067,11.97,3207,-3.72,10.68,1299,3.31,28122.0,133,424,38.06,18870,9459,5220,10783,6487,0.0,134,2024-01-01,2985,6776,1143,1503.63
San Diego,2024,52610717.18,190,106.99,461.1552482,9.45,6623,-4.99,12.71,3018,2.69,51496.0,480,1310,40.31,49339,25483,16743,29530,15574,0.0,517,2024-01-01,6557,11569,5800,2278.05
San Fermín,2024,40924317.84,39,147.54,166.1244408,6.89,3557,-0.59,14.74,1487,2.83,63293.0,210,611,41.59,24510,12794,8343,18553,5045,0.0,265,2024-01-01,3543,4786,2999,2036.52
San Isidro,2024,0.0,146,189.93,222.10288,8.33,5080,-2.45,18.54,2547,2.59,62420.0,495,1549,43.85,42184,22222,15593,30770,9598,0.0,338,2024-01-01,5973,9977,7579,2600.56
San Juan Bautista,2024,2080000.0,19,101.08,129.7981797,6.55,1829,-1.28,22.71,348,2.51,170708.0,146,538,45.21,13120,6961,4967,11073,1372,0.0,138,2024-01-01,469,3081,6322,4663.75
San Pascual,2024,7350112.54,29,105.27,180.6687565,5.69,2139,-4.35,26.99,664,2.34,118458.0,280,1000,47.86,19019,10349,7838,16384,1943,0.0,154,2024-01-01,1595,6669,6964,4374.19
Santa Eugenia,2024,3604556.52,8,208.02,116.1811364,5.96,2740,0.98,24.79,1158,2.63,67114.0,259,925,47.05,24168,12598,9075,21141,2735,0.0,166,2024-01-01,2670,10378,2579,2222.32
Simancas,2024,0.0,74,227.63,132.4869305,7.06,3896,-2.09,15.57,1464,2.55,78936.0,301,1049,42.85,30158,15865,11275,22518,6246,0.0,320,2024-01-01,3152,12044,5524,2829.0
Sol,2024,0.0,985,44.53,191.0172917,4.3,505,-0.58,15.75,321,2.04,192386.0,160,253,43.52,8506,4125,3998,5320,2844,0.0,42,2024-01-01,399,837,3711,5687.75
Timón,2024,6756768.96,31,479.84,25.84194732,7.35,2223,-1.29,12.28,399,2.67,121430.0,83,219,40.12,12400,6522,4520,10752,1297,0.0,190,2024-01-01,796,4509,1655,3745.13
Trafalgar,2024,0.0,300,61.19,413.9238438,6.84,2412,-0.51,21.53,755,2.07,140639.0,408,1272,45.17,25328,13837,11905,20473,4148,0.0,220,2024-01-01,1041,4442,13053,6628.31
Universidad,2024,0.0,1660,94.8,359.4198312,4.45,2223,0.24,16.01,1306,1.92,123075.0,565,1234,43.97,34073,17223,17046,24194,8589,0.0,214,2024-01-01,1778,7199,15981,5710.69
Valdeacederas,2024,90904796.43,141,116.34,238.9375967,7.78,3194,-1.64,14.68,1272,2.4,80372.0,272,844,42.23,27798,14774,11061,20032,6540,0.0,256,2024-01-01,2840,11798,7177,5060.01
Valdebernardo,2024,7591924.54,0,255.51,69.24582208,4.93,1873,-0.23,14.46,1086,2.85,97397.0,138,381,43.65,17693,9268,6137,15785,1686,0.0,113,2024-01-01,586,7148,4485,2504.12
Valdefuentes,2024,25732460.15,92,1703.0,42.94432404,12.11,17931,-4.38,7.88,1677,2.91,189686.0,283,622,35.57,73114,37376,23751,61229,7946,0.0,1264,2024-01-01,1539,7118,8984,4533.78
Valdemarín,2024,0.0,2,330.25,22.56169569,9.43,1719,-1.52,11.92,108,3.44,337364.0,46,73,37.53,7451,3960,2078,6528,628,0.0,104,2024-01-01,139,1108,3387,4994.74
Valderrivas,2024,0.0,0,64.32,277.7985075,4.72,3916,0.6,7.05,578,2.81,99177.0,61,179,38.03,17868,9218,6328,16971,789,0.0,303,2024-01-01,676,3506,3945,3500.64
Valdezarza,2024,6300943.07,52,139.75,226.2182469,6.5,3825,-2.26,24.86,1122,2.4,100720.0,427,1604,46.44,31614,17036,12715,26545,3939,0.0,339,2024-01-01,3074,11160,9588,3303.39
Vallehermoso,2024,0.0,82,106.92,189.2817059,7.04,2203,0.25,27.48,420,2.35,213447.0,293,1156,47.65,20238,11445,8443,18151,1702,0.0,116,2024-01-01,597,4623,9846,6090.19
Valverde,2024,2510528.66,91,898.12,74.45552933,9.55,13918,-1.72,12.15,2305,2.76,125980.0,418,1563,38.84,66870,34880,23483,55560,9196,0.0,1078,2024-01-01,3109,9679,21280,3852.75
Ventas,2024,92418893.59,181,319.8,163.2989368,6.26,5214,-4.93,22.22,2218,2.41,78280.0,728,2552,46.28,52223,28292,20841,40178,10040,0.0,354,2024-01-01,5844,22188,12061,3020.43
