;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2024;08. Fuencarral-El Pardo;087. Mirasierra;24.522;71;261;758;2.061;445;727;3.250;395;1.678;534;10.245;193;3.904;0;11.421;30;90;253;775;218;386;1.520;128;533;421;5.028;97;1.942;0;13.101;41;171;505;1.286;227;341;1.730;267;1.145;113;5.217;96;1.962;0
1 de enero de 2024;08. Fuencarral-El Pardo;088. El Goloso;12.115;25;197;432;921;264;418;1.337;296;877;332;5.097;172;1.747;0;5.823;9;67;156;470;141;259;753;115;271;229;2.465;89;799;0;6.292;16;130;276;451;123;159;584;181;606;103;2.632;83;948;0
1 de enero de 2024;09. Moncloa-Aravaca;09. Moncloa-Aravaca;95.026;159;1.388;5.350;12.894;2.181;2.730;14.106;1.718;5.851;1.830;32.489;909;13.421;0;42.817;58;376;1.842;5.241;1.052;1.572;6.519;609;1.837;1.350;15.355;508;6.498;0;52.209;101;1.012;3.508;7.653;1.129;1.158;7.587;1.109;4.014;480;17.134;401;6.923;0
1 de enero de 2024;09. Moncloa-Aravaca;091. Casa de Campo;10.653;21;182;653;1.521;291;350;1.717;190;715;234;3.230;108;1.441;0;4.889;7;59;215;664;147;224;866;82;217;182;1.530;56;640;0;5.764;14;123;438;857;144;126;851;108;498;52;1.700;52;801;0
1 de enero de 2024;09. Moncloa-Aravaca;092. Argüelles;20.242;14;174;786;2.317;316;437;2.875;347;1.255;362;7.730;239;3.390;0;9.208;7;44;258;922;149;251;1.281;135;415;255;3.697;140;1.654;0;11.034;7;130;528;1.395;167;186;1.594;212;840;107;4.033;99;1.736;0
1 de enero de 2024;09. Moncloa-Aravaca;093. Ciudad Universitaria;12.887;15;128;482;1.290;154;276;1.680;222;848;239;4.917;111;2.525;0;5.762;8;33;145;447;70;154;740;60;259;182;2.377;61;1.226;0;7.125;7;95;337;843;84;122;940;162;589;57;2.540;50;1.299;0
1 de enero de 2024;09. Moncloa-Aravaca;094. Valdezarza;24.948;54;618;2.456;5.233;1.058;1.158;4.185;426;1.387;485;5.552;172;2.164;0;11.124;17;161;899;2.361;528;676;2.042;183;416;357;2.413;96;975;0;13.824;37;457;1.557;2.872;530;482;2.143;243;971;128;3.139;76;1.189;0
1 de enero de 2024;09. Moncloa-Aravaca;095. Valdemarín;4.695;5;32;107;400;32;48;546;82;248;73;2.268;56;798;0;2.093;0;4;21;102;15;27;208;20;75;55;1.123;29;414;0;2.602;5;28;86;298;17;21;338;62;173;18;1.145;27;384;0
1 de enero de 2024;09. Moncloa-Aravaca;096. El Plantío;2.158;6;23;70;196;23;31;317;53;148;32;880;31;348;0;976;0;0;21;60;8;14;122;15;46;22;464;21;183;0;1.182;6;23;49;136;15;17;195;38;102;10;416;10;165;0
1 de enero de 2024;09. Moncloa-Aravaca;097. Aravaca;19.443;44;231;796;1.937;307;430;2.786;398;1.250;405;7.912;192;2.755;0;8.765;19;75;283;685;135;226;1.260;114;409;297;3.751;105;1.406;0;10.678;25;156;513;1.252;172;204;1.526;284;841;108;4.161;87;1.349;0
1 de enero de 2024;10. Latina;10. Latina;198.968;793;7.759;25.616;54.032;10.071;10.035;34.490;3.549;9.724;2.868;29.360;1.446;9.225;0;90.329;281;2.542;9.788;24.940;5.101;5.796;17.392;1.408;3.179;2.185;12.812;794;4.111;0;108.639;512;5.217;15.828;29.092;4.970;4.239;17.098;2.141;6.545;683;16.548;652;5.114;0
1 de enero de 2024;10. Latina;101. Los Cármenes;14.142;129;666;1.791;3.861;753;666;2.402;243;622;165;2.055;104;685;0;6.586;42;262;759;1.846;386;382;1.193;102;197;118;926;62;311;0;7.556;87;404;1.032;2.015;367;284;1.209;141;425;47;1.129;42;374;0
1 de enero de 2024;10. Latina;102. Puerta del Ángel;36.610;122;1.202;3.893;9.339;1.509;1.680;6.410;730;1.729;495;6.647;328;2.526;0;16.826;43;381;1.548;4.389;765;936;3.184;291;632;378;2.950;184;1.145;0;19.784;79;821;2.345;4.950;744;744;3.226;439;1.097;117;3.697;144;1.381;0
1 de enero de 2024;10. Latina;103. Lucero;29.885;124;1.236;3.667;8.196;1.385;1.376;5.385;529;1.375;407;4.570;237;1.398;0;13.662;53;432;1.490;3.798;686;776;2.708;221;448;305;2.016;119;610;0;16.223;71;804;2.177;4.398;699;600;2.677;308;927;102;2.554;118;788;0
1 de enero de 2024;10. Latina;104. Aluche;55.570;146;2.033;7.728;15.540;2.743;2.760;9.711;900;2.902;886;7.673;337;2.211;0;24.857;52;636;2.903;6.931;1.411;1.628;4.877;349;916;700;3.316;174;964;0;30.713;94;1.397;4.825;8.609;1.332;1.132;4.834;551;1.986;186;4.357;163;1.247;0
1 de enero de 2024;10. Latina;105. Campamento;16.179;46;555;1.977;4.594;769;770;2.923;304;794;241;2.368;127;711;0;7.268;18;161;635;2.035;388;460;1.482;126;273;181;1.074;79;356;0;8.911;28;394;1.342;2.559;381;310;1.441;178;521;60;1.294;48;355;0
1 de enero de 2024;10. Latina;106. Cuatro Vientos;4.562;16;72;270;970;245;323;814;132;363;119;939;46;253;0;2.231;9;29;133;501;121;181;438;56;112;96;419;27;109;0;2.331;7;43;137;469;124;142;376;76;251;23;520;19;144;0
1 de enero de 2024;10. Latina;107. Águilas;42.020;210;1.995;6.290;11.532;2.667;2.460;6.845;711;1.939;555;5.108;267;1.441;0;18.899;64;641;2.320;5.440;1.344;1.433;3.510;263;601;407;2.111;149;616;0;23.121;146;1.354;3.970;6.092;1.323;1.027;3.335;448;1.338;148;2.997;118;825;0
1 de enero de 2024;11. Carabanchel;11. Carabanchel;210.605;1.040;8.112;26.161;65.636;10.745;10.410;35.907;4.046;9.109;2.552;27.368;1.445;8.072;2;96.500;395;2.903;10.750;31.070;5.406;5.931;17.805;1.641;2.938;1.888;11.618;748;3.407;0;114.105;645;5.209;15.411;34.566;5.339;4.479;18.102;2.405;6.171;664;15.750;697;4.665;2
1 de enero de 2024;11. Carabanchel;111. Comillas;19.115;84;546;2.097;5.147;822;878;3.384;347;955;246;3.239;179;1.191;0;8.659;33;164;770;2.368;391;497;1.719;151;305;188;1.446;97;530;0;10.456;51;382;1.327;2.779;431;381;1.665;196;650;58;1.793;82;661;0
1 de enero de 2024;11. Carabanchel;112. Opañel;28.277;94;908;3.236;8.517;1.332;1.272;5.047;522;1.320;377;4.111;195;1.345;1;12.776;34;315;1.305;3.922;651;728;2.503;221;432;279;1.729;103;554;0;15.501;60;593;1.931;4.595;681;544;2.544;301;888;98;2.382;92;791;1
1 de enero de 2024;11. Carabanchel;113. San Isidro;33.000;234;1.557;4.416;10.083;1.497;1.409;5.347;641;1.271;390;4.443;237;1.475;0;15.249;97;588;1.866;4.834;752;796;2.692;267;401;276;1.962;119;599;0;17.751;137;969;2.550;5.249;745;613;2.655;374;870;114;2.481;118;876;0
1 de enero de 2024;11. Carabanchel;114. Vista Alegre;39.442;141;1.481;5.317;13.349;1.961;1.715;6.863;711;1.608;399;4.462;226;1.209;0;17.640;54;513;2.122;6.137;968;1.001;3.255;272;486;301;1.885;119;527;0;21.802;87;968;3.195;7.212;993;714;3.608;439;1.122;98;2.577;107;682;0
1 de enero de 2024;11. Carabanchel;115. Puerta Bonita;29.136;221;1.473;4.038;10.032;1.486;1.329;4.878;528;961;221;3.017;199;753;0;13.420;81;566;1.698;4.802;724;726;2.462;213;340;164;1.228;98;318;0;15.716;140;907;2.340;5.230;762;603;2.416;315;621;57;1.789;101;435;0
1 de enero de 2024;11. Carabanchel;116. Buenavista;36.842;134;1.180;3.694;10.074;2.407;2.629;6.205;809;2.026;637;5.361;273;1.412;1;17.442;46;438;1.575;5.042;1.286;1.529;3.152;307;648;471;2.204;149;595;0;19.400;88;742;2.119;5.032;1.121;1.100;3.053;502;1.378;166;3.157;124;817;1
1 de enero de 2024;11. Carabanchel;117. Abrantes;24.793;132;967;3.363;8.434;1.240;1.178;4.183;488;968;282;2.735;136;687;0;11.314;50;319;1.414;3.965;634;654;2.022;210;326;209;1.164;63;284;0;13.479;82;648;1.949;4.469;606;524;2.161;278;642;73;1.571;73;403;0
1 de enero de 2024;12. Usera;12. Usera;112.450;956;5.649;16.910;38.616;6.048;4.843;17.467;1.946;3.636;1.056;11.295;706;3.322;0;52.073;342;2.149;7.299;18.643;3.027;2.640;8.597;771;1.172;770;4.817;365;1.481;0;60.377;614;3.500;9.611;19.973;3.021;2.203;8.870;1.175;2.464;286;6.478;341;1.841;0
1 de enero de 2024;12. Usera;121. Orcasitas;17.455;250;1.241;2.741;5.461;1.230;930;2.576;272;586;179;1.506;92;391;0;7.957;85;446;1.192;2.730;602;467;1.206;97;171;126;618;48;169;0;9.498;165;795;1.549;2.731;628;463;1.370;175;415;53;888;44;222;0
1 de enero de 2024;12. Usera;122. Orcasur;10.969;203;908;1.729;3.652;615;435;1.386;172;293;109;1.096;66;305;0;5.213;67;377;813;1.835;309;250;672;61;94;85;483;29;138;0;5.756;136;531;916;1.817;306;185;714;111;199;24;613;37;167;0
1 de enero de 2024;12. Usera;123. San Fermín;17.918;188;925;2.618;5.980;1.099;909;2.748;332;598;188;1.752;120;461;0;8.359;67;359;1.139;2.970;596;479;1.338;128;181;130;711;67;194;0;9.559;121;566;1.479;3.010;503;430;1.410;204;417;58;1.041;53;267;0
1 de enero de 2024;12. Usera;124. Almendrales;18.046;75;704;2.594;6.077;800;680;2.899;344;648;189;2.159;140;737;0;8.375;27;246;1.074;2.923;414;383;1.467;129;229;134;950;70;329;0;9.671;48;458;1.520;3.154;386;297;1.432;215;419;55;1.209;70;408;0
1 de enero de 2024;12. Usera;125. Moscardó;21.852;72;670;2.896;7.442;1.024;874;3.710;376;844;237;2.664;153;890;0;10.092;33;251;1.174;3.464;490;509;1.878;171;285;185;1.163;89;400;0;11.760;39;419;1.722;3.978;534;365;1.832;205;559;52;1.501;64;490;0
1 de enero de 2024;12. Usera;126. Zofío;11.604;60;506;1.742;4.185;638;514;1.945;181;349;74;1.073;58;279;0;5.281;23;194;750;1.943;317;267;945;77;108;52;449;29;127;0;6.323;37;312;992;2.242;321;247;1.000;104;241;22;624;29;152;0
1 de enero de 2024;12. Usera;127. Pradolongo;14.606;108;695;2.590;5.819;642;501;2.203;269;318;80;1.045;77;259;0;6.796;40;276;1.157;2.778;299;285;1.091;108;104;58;443;33;124;0;7.810;68;419;1.433;3.041;343;216;1.112;161;214;22;602;44;135;0
1 de enero de 2024;13. Puente de Vallecas;13. Puente de Vallecas;193.795;2.067;12.037;29.041;65.386;10.863;8.362;31.094;3.186;5.650;1.550;18.576;1.027;4.956;0;90.258;811;4.506;12.850;32.062;5.551;4.652;15.070;1.248;1.856;1.127;7.881;490;2.154;0;103.537;1.256;7.531;16.191;33.324;5.312;3.710;16.024;1.938;3.794;423;10.695;537;2.802;0
1 de enero de 2024;13. Puente de Vallecas;131. Entrevías;27.621;539;2.596;4.951;10.057;1.732;1.011;3.681;369;487;131;1.600;118;349;0;12.973;187;1.035;2.321;5.013;880;530;1.805;120;152;86;630;53;161;0;14.648;352;1.561;2.630;5.044;852;481;1.876;249;335;45;970;65;188;0
1 de enero de 2024;13. Puente de Vallecas;132. San Diego;36.764;216;1.639;4.918;13.770;1.686;1.315;6.443;748;967;274;3.619;229;940;0;17.378;92;613;2.193;6.778;867;716;3.114;316;354;210;1.590;103;432;0;19.386;124;1.026;2.725;6.992;819;599;3.329;432;613;64;2.029;126;508;0
1 de enero de 2024;13. Puente de Vallecas;133. Palomeras Bajas;32.270;271;1.569;4.254;9.801;1.990;1.641;5.601;493;1.275;307;3.837;162;1.069;0;14.789;127;573;1.838;4.726;985;942;2.715;182;401;222;1.580;69;429;0;17.481;144;996;2.416;5.075;1.005;699;2.886;311;874;85;2.257;93;640;0
1 de enero de 2024;13. Puente de Vallecas;134. Palomeras Sureste;34.537;430;2.491;5.024;11.142;2.193;1.663;5.246;550;1.052;340;3.295;174;937;0;16.097;170;903;2.237;5.542;1.146;921;2.531;218;340;246;1.366;87;390;0;18.440;260;1.588;2.787;5.600;1.047;742;2.715;332;712;94;1.929;87;547;0
1 de enero de 2024;13. Puente de Vallecas;135. Portazgo;22.934;324;1.703;4.089;7.583;1.289;911;3.412;338;602;158;1.946;101;478;0;10.460;117;613;1.763;3.651;637;524;1.648;133;172;115;834;49;204;0;12.474;207;1.090;2.326;3.932;652;387;1.764;205;430;43;1.112;52;274;0
1 de enero de 2024;13. Puente de Vallecas;136. Numancia;39.669;287;2.039;5.805;13.033;1.973;1.821;6.711;688;1.267;340;4.279;243;1.183;0;18.561;118;769;2.498;6.352;1.036;1.019;3.257;279;437;248;1.881;129;538;0;21.108;169;1.270;3.307;6.681;937;802;3.454;409;830;92;2.398;114;645;0
1 de enero de 2024;14. Moratalaz;14. Moratalaz;75.925;469;2.920;8.393;17.383;3.529;3.809;13.593;1.331;4.283;1.459;14.032;571;4.153;0;33.678;189;897;3.006;7.703;1.780;2.202;6.610;468;1.359;1.141;6.158;301;1.864;0;42.247;280;2.023;5.387;9.680;1.749;1.607;6.983;863;2.924;318;7.874;270;2.289;0
1 de enero de 2024;14. Moratalaz;141. Pavones;7.057;67;442;834;1.637;370;361;1.287;123;369;138;1.060;48;321;0;3.121;22;126;328;747;192;215;618;48;115;115;451;28;116;0;3.936;45;316;506;890;178;146;669;75;254;23;609;20;205;0
1 de enero de 2024;14. Moratalaz;142. Horcajo;4.588;36;120;303;738;227;281;732;89;340;125;1.233;39;325;0;2.112;18;45;127;336;115;157;366;32;103;95;532;29;157;0;2.476;18;75;176;402;112;124;366;57;237;30;701;10;168;0
1 de enero de 2024;14. Moratalaz;143. Marroquina;21.612;76;625;2.048;4.498;854;1.051;3.890;308;1.453;504;4.699;144;1.462;0;9.661;37;202;692;1.905;418;606;1.912;92;496;401;2.139;77;684;0;11.951;39;423;1.356;2.593;436;445;1.978;216;957;103;2.560;67;778;0
1 de enero de 2024;14. Moratalaz;144. Media Legua;14.328;151;578;1.640;3.186;595;655;2.470;253;802;262;2.783;99;854;0;6.348;59;191;599;1.403;286;373;1.192;99;259;198;1.251;53;385;0;7.980;92;387;1.041;1.783;309;282;1.278;154;543;64;1.532;46;469;0
1 de enero de 2024;14. Moratalaz;145. Fontarrón;14.251;82;607;1.813;3.899;778;719;2.655;295;606;187;1.972;121;517;0;6.321;29;184;666;1.791;416;426;1.276;107;167;140;829;58;232;0;7.930;53;423;1.147;2.108;362;293;1.379;188;439;47;1.143;63;285;0
1 de enero de 2024;14. Moratalaz;146. Vinateros;14.089;57;548;1.755;3.425;705;742;2.559;263;713;243;2.285;120;674;0;6.115;24;149;594;1.521;353;425;1.246;90;219;192;956;56;290;0;7.974;33;399;1.161;1.904;352;317;1.313;173;494;51;1.329;64;384;0
1 de enero de 2024;15. Ciudad Lineal;15. Ciudad Lineal;183.191;615;4.677;16.203;40.632;6.912;7.747;32.308;3.894;9.861;3.116;41.224;1.688;14.314;0;81.965;253;1.424;5.809;18.032;3.477;4.318;15.463;1.427;3.176;2.345;18.709;921;6.611;0;101.226;362;3.253;10.394;22.600;3.435;3.429;16.845;2.467;6.685;771;22.515;767;7.703;0
1 de enero de 2024;15. Ciudad Lineal;151. Ventas;42.450;167;1.283;4.561;11.267;1.989;2.094;7.701;937;1.954;591;7.169;390;2.347;0;18.994;65;382;1.703;5.106;1.039;1.144;3.809;365;668;418;3.101;194;1.000;0;23.456;102;901;2.858;6.161;950;950;3.892;572;1.286;173;4.068;196;1.347;0
1 de enero de 2024;15. Ciudad Lineal;152. Pueblo Nuevo;52.328;205;1.824;6.117;14.527;2.558;2.532;9.579;1.150;2.385;725;7.960;439;2.327;0;23.608;82;561;2.315;6.756;1.312;1.408;4.727;434;767;551;3.422;230;1.043;0;28.720;123;1.263;3.802;7.771;1.246;1.124;4.852;716;1.618;174;4.538;209;1.284;0
1 de enero de 2024;15. Ciudad Lineal;153. Quintana;21.809;72;506;1.895;5.334;838;903;4.143;482;1.149;352;4.327;225;1.583;0;9.656;35;155;615;2.361;414;510;1.987;188;372;264;1.919;126;710;0;12.153;37;351;1.280;2.973;424;393;2.156;294;777;88;2.408;99;873;0
1 de enero de 2024;15. Ciudad Lineal;154. La Concepción;18.081;43;308;1.336;3.622;587;816;3.298;399;1.109;346;4.418;176;1.623;0;8.007;15;91;434;1.542;257;482;1.586;148;358;256;1.995;96;747;0;10.074;28;217;902;2.080;330;334;1.712;251;751;90;2.423;80;876;0
1 de enero de 2024;15. Ciudad Lineal;155. San Pascual;15.410;59;384;1.211;2.653;461;620;2.635;300;967;337;4.208;123;1.452;0;6.817;27;119;424;1.136;226;354;1.231;120;287;264;1.910;65;654;0;8.593;32;265;787;1.517;235;266;1.404;180;680;73;2.298;58;798;0
1 de enero de 2024;15. Ciudad Lineal;156. San Juan Bautista;9.969;14;98;371;974;157;294;1.468;188;666;234;3.913;83;1.509;0;4.547;6;33;102;364;76;161;667;58;221;181;1.903;45;730;0;5.422;8;65;269;610;81;133;801;130;445;53;2.010;38;779;0
1 de enero de 2024;15. Ciudad Lineal;157. Colina;5.248;4;74;183;590;89;136;767;104;383;136;1.925;56;801;0;2.288;3;17;58;207;48;70;334;24;114;111;888;37;377;0;2.960;1;57;125;383;41;66;433;80;269;25;1.037;19;424;0
1 de enero de 2024;15. Ciudad Lineal;158. Atalaya;1.256;1;3;30;117;15;22;196;25;98;17;514;10;208;0;522;0;1;7;38;1;14;87;7;19;11;232;5;100;0;734;1;2;23;79;14;8;109;18;79;6;282;5;108;0
1 de enero de 2024;15. Ciudad Lineal;159. Costillares;16.640;50;197;499;1.548;218;330;2.521;309;1.150;378;6.790;186;2.464;0;7.526;20;65;151;522;104;175;1.035;83;370;289;3.339;123;1.250;0;9.114;30;132;348;1.026;114;155;1.486;226;780;89;3.451;63;1.214;0
1 de enero de 2024;16. Hortaleza;16. Hortaleza;151.308;440;3.578;11.126;25.176;5.240;6.503;23.812;3.267;9.054;3.578;42.979;1.576;14.979;0;69.856;174;1.199;4.127;11.356;2.606;3.743;11.761;1.187;3.024;2.727;20.055;863;7.034;0;81.452;266;2.379;6.999;13.820;2.634;2.760;12.051;2.080;6.030;851;22.924;713;7.945;0
1 de enero de 2024;16. Hortaleza;161. Palomas;4.828;8;23;106;393;49;93;769;99;332;126;2.044;68;718;0;2.277;6;10;31;137;24;53;345;28;110;91;1.040;38;364;0;2.551;2;13;75;256;25;40;424;71;222;35;1.004;30;354;0
1 de enero de 2024;16. Hortaleza;162. Piovera;10.984;19;85;277;902;155;260;1.617;176;711;256;4.646;133;1.747;0;5.094;11;34;84;313;57;129;725;41;252;197;2.282;66;903;0;5.890;8;51;193;589;98;131;892;135;459;59;2.364;67;844;0
1 de enero de 2024;16. Hortaleza;163. Canillas;32.505;86;1.049;3.605;6.558;1.405;1.551;5.640;555;1.767;657;6.940;248;2.444;0;14.709;32;325;1.296;2.995;730;913;2.815;217;588;516;3.101;122;1.059;0;17.796;54;724;2.309;3.563;675;638;2.825;338;1.179;141;3.839;126;1.385;0
1 de enero de 2024;16. Hortaleza;164. Pinar del Rey;42.735;157;1.625;5.017;10.607;2.053;2.083;7.255;826;2.020;747;7.656;336;2.353;0;19.067;49;534;1.898;4.826;994;1.201;3.517;293;642;565;3.327;168;1.053;0;23.668;108;1.091;3.119;5.781;1.059;882;3.738;533;1.378;182;4.329;168;1.300;0
1 de enero de 2024;16. Hortaleza;165. Apóstol Santiago;12.363;84;412;966;2.675;526;676;2.325;261;614;241;2.623;118;842;0;5.787;31;147;357;1.230;249;406;1.185;90;209;180;1.204;73;426;0;6.576;53;265;609;1.445;277;270;1.140;171;405;61;1.419;45;416;0
1 de enero de 2024;16. Hortaleza;166. Valdefuentes;47.893;86;384;1.155;4.041;1.052;1.840;6.206;1.350;3.610;1.551;19.070;673;6.875;0;22.922;45;149;461;1.855;552;1.041;3.174;518;1.223;1.178;9.101;396;3.229;0;24.971;41;235;694;2.186;500;799;3.032;832;2.387;373;9.969;277;3.646;0
1 de enero de 2024;17. Villaverde;17. Villaverde;124.483;1.047;6.802;17.196;41.842;7.487;6.238;20.752;1.999;4.186;1.177;12.170;707;2.880;0;58.429;426;2.573;7.455;20.617;3.986;3.599;10.166;791;1.307;857;5.090;327;1.235;0;66.054;621;4.229;9.741;21.225;3.501;2.639;10.586;1.208;2.879;320;7.080;380;1.645;0
1 de enero de 2024;17. Villaverde;171. Villaverde Alto - Casco Histórico de Villaverde;37.223;433;2.468;5.529;13.211;2.247;1.745;5.815;564;1.034;254;3.031;189;703;0;17.516;180;946;2.485;6.541;1.162;1.013;2.841;216;343;184;1.231;81;293;0;19.707;253;1.522;3.044;6.670;1.085;732;2.974;348;691;70;1.800;108;410;0
1 de enero de 2024;17. Villaverde;172. San Cristóbal;13.111;139;863;2.122;5.659;512;390;2.040;191;192;49;786;52;116;0;6.446;59;356;1.036;2.828;302;214;1.041;90;68;33;338;30;51;0;6.665;80;507;1.086;2.831;210;176;999;101;124;16;448;22;65;0
1 de enero de 2024;17. Villaverde;173. Butarque;15.326;88;530;1.317;4.471;1.111;1.104;2.698;363;751;232;2.013;151;497;0;7.191;46;218;589;2.286;583;607;1.274;143;208;166;798;68;205;0;8.135;42;312;728;2.185;528;497;1.424;220;543;66;1.215;83;292;0
1 de enero de 2024;17. Villaverde;174. Los Rosales;29.914;220;1.629;4.101;9.819;1.930;1.500;5.105;460;1.053;311;2.922;149;715;0;14.051;81;609;1.763;4.860;1.036;881;2.484;165;320;220;1.230;74;328;0;15.863;139;1.020;2.338;4.959;894;619;2.621;295;733;91;1.692;75;387;0
1 de enero de 2024;17. Villaverde;175. Ángeles;28.909;167;1.312;4.127;8.682;1.687;1.499;5.094;421;1.156;331;3.418;166;849;0;13.225;60;444;1.582;4.102;903;884;2.526;177;368;254;1.493;74;358;0;15.684;107;868;2.545;4.580;784;615;2.568;244;788;77;1.925;92;491;0
1 de enero de 2024;18. Villa de Vallecas;18. Villa de Vallecas;89.758;739;3.604;8.567;23.672;5.597;5.525;14.919;1.963;4.658;1.651;13.954;900;4.009;0;42.404;322;1.410;3.807;11.725;2.968;3.265;7.479;768;1.486;1.207;5.883;459;1.625;0;47.354;417;2.194;4.760;11.947;2.629;2.260;7.440;1.195;3.172;444;8.071;441;2.384;0
1 de enero de 2024;18. Villa de Vallecas;181. Casco Histórico de Vallecas;31.071;492;2.232;4.744;10.622;2.121;1.535;4.528;539;818;214;2.433;190;603;0;14.619;224;913;2.165;5.253;1.113;881;2.177;189;253;152;959;75;265;0;16.452;268;1.319;2.579;5.369;1.008;654;2.351;350;565;62;1.474;115;338;0
1 de enero de 2024;18. Villa de Vallecas;182. Santa Eugenia;19.396;137;761;1.909;5.117;1.114;1.140;3.735;298;1.111;362;2.750;131;831;0;9.067;54;278;789;2.391;562;708;1.888;106;355;307;1.218;77;334;0;10.329;83;483;1.120;2.726;552;432;1.847;192;756;55;1.532;54;497;0
1 de enero de 2024;18. Villa de Vallecas;183. Ensanche de Vallecas;39.291;110;611;1.914;7.933;2.362;2.850;6.656;1.126;2.729;1.075;8.771;579;2.575;0;18.718;44;219;853;4.081;1.293;1.676;3.414;473;878;748;3.706;307;1.026;0;20.573;66;392;1.061;3.852;1.069;1.174;3.242;653;1.851;327;5.065;272;1.549;0
1 de enero de 2024;19. Vicálvaro;19. Vicálvaro;65.551;415;2.563;6.400;15.997;4.047;4.436;10.397;1.412;3.493;1.241;11.234;505;3.411;0;31.186;178;944;2.877;8.182;2.153;2.530;5.286;578;1.082;920;4.753;257;1.446;0;34.365;237;1.619;3.523;7.815;1.894;1.906;5.111;834;2.411;321;6.481;248;1.965;0
1 de enero de 2024;19. Vicálvaro;191. Casco Histórico de Vicálvaro;28.094;292;1.959;4.594;9.372;1.710;1.317;3.978;510;787;223;2.561;159;632;0;13.217;125;728;2.055;4.718;902;723;1.939;212;245;159;1.049;81;281;0;14.877;167;1.231;2.539;4.654;808;594;2.039;298;542;64;1.512;78;351;0
1 de enero de 2024;19. Vicálvaro;192. Valdebernardo;13.307;102;411;1.075;2.757;820;876;2.484;211;888;294;2.639;86;664;0;6.198;47;144;474;1.327;422;485;1.291;75;244;226;1.126;46;291;0;7.109;55;267;601;1.430;398;391;1.193;136;644;68;1.513;40;373;0
1 de enero de 2024;19. Vicálvaro;193. Valderrivas;11.853;11;148;528;1.951;777;1.063;2.053;362;1.036;388;2.722;115;699;0;5.606;3;56;237;1.035;420;613;1.032;141;331;287;1.111;47;293;0;6.247;8;92;291;916;357;450;1.021;221;705;101;1.611;68;406;0
1 de enero de 2024;19. Vicálvaro;194. El Cañaveral;12.297;10;45;203;1.917;740;1.180;1.882;329;782;336;3.312;145;1.416;0;6.165;3;16;111;1.102;409;709;1.024;150;262;248;1.467;83;581;0;6.132;7;29;92;815;331;471;858;179;520;88;1.845;62;835;0
1 de enero de 2024;20. San Blas-Canillejas;20. San Blas-Canillejas;126.226;758;4.297;13.400;32.012;6.415;6.633;21.506;2.584;6.184;2.213;22.723;1.025;6.476;0;58.208;263;1.410;5.394;15.366;3.255;3.683;10.767;983;1.965;1.651;10.017;542;2.912;0;68.018;495;2.887;8.006;16.646;3.160;2.950;10.739;1.601;4.219;562;12.706;483;3.564;0
1 de enero de 2024;20. San Blas-Canillejas;201. Simancas;23.135;125;797;2.355;6.296;1.098;1.109;3.896;545;986;401;4.125;202;1.200;0;10.750;53;263;980;3.018;542;601;1.972;204;330;299;1.839;116;533;0;12.385;72;534;1.375;3.278;556;508;1.924;341;656;102;2.286;86;667;0
1 de enero de 2024;20. San Blas-Canillejas;202. Hellín;7.679;71;424;1.155;2.579;491;340;1.228;141;199;54;759;49;189;0;3.459;24;135;465;1.284;245;177;592;43;50;42;295;18;89;0;4.220;47;289;690;1.295;246;163;636;98;149;12;464;31;100;0
1 de enero de 2024;20. San Blas-Canillejas;203. Amposta;7.345;91;377;1.175;2.745;403;279;1.206;117;201;47;557;36;111;0;3.321;36;142;460;1.302;199;156;599;48;60;36;215;17;51;0;4.024;55;235;715;1.443;204;123;607;69;141;11;342;19;60;0
