Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2023 (quito formato punto);Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;46;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339;2021;2026;;206;TETUÁN;C/ Capitán Blanco Argibay nº 149;Calle;Capitán Blanco Argibay nº 149;149;4.046.806.862.433.690;-3.707.386.228.863.460;15;VIVENDA;22933,45;217374,66;3260619,91;8500000;6901216,38;;18902144,4;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;47;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD);2021;2026;;219;VICÁLVARO;Calle Tolerancia, 19;Calle;Tolerancia, 19;19;404.056.661.494.637;-35.571.036.000.275.900;15;VIVENDA;781657,7;3144064,9;9432194,71;13000000;5642082,69;;32000000;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;48;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNEL ESPINILLO S6-P8;2021;2026;;217;VILLAVERDE;Calle de la Conciliación, 7;Calle;Conciliación, 7;7;40.360.707.491.974.800;-36.918.870.359.995.100;15;VIVENDA;866,02;155552,61;2333289,13;8500000;2536606,03;;13526313,79;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;49;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3;2022;2026;;221;BARAJAS;Calle Venus, 5;Calle;Venus, 5;5;40.478.115.096.648.100;-35.782.742.015.807.500;15;VIVENDA;1452;94444,35;472221,73;5500000;2144433,72;;8212551,8;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;50;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4;2022;2026;;221;BARAJAS;Calle Venus, 1;Calle;Venus, 1;1;4.047.844.969.402.510;-3.578.488.778.315.950;15;VIVENDA;618,18;114271,82;1142718,16;6000000;2679071,48;;9936679,64;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;51;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2;2021;2026;;206;TETUÁN;Calle Alberdi, 4;Calle;Alberdi, 4;4;404.661.601.193.303;-3.707.966.235.988.720;15;VIVENDA;866,03;137569,1;2063536,4;7500000;2260558,32;;11962529,85;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;52;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70;2021;2026;;218;VILLA DE VALLECAS;Avda. Ensanche de Vallecas, 33;Avenida;Ensanche de Vallecas, 33;33;40.363.734.242.880.500;-36.006.287.359.992.000;15;VIVENDA;189451,83;1797024,67;5391074,02;7500000;748750,98;;15626301,5;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;53;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICÁLVARO LA CATALANA 1B Y 1 C;2021;2026;;219;VICÁLVARO;C/ del Abad Juan Catalán,62;Calle;Abad Juan Catalán,62;62;4.040.736.336.216.640;-35.918.692.783.231.000;15;VIVENDA;25493,3;139571,67;2093575,02;7500000;2378026,77;;12136666,76;EN PROCESO;;;26/04/2023
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41/2023;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER 4.8.2 D DE LA UE1 DEL UZI 0.10 “ENSANCHE DE CARABA;2023;2026;;211;CARABANCHEL;C/Tremis, 2;Calle ;Tremis;2;4.036.447.501.574.450;-37.466.021.071.632.800;15;VIVENDA;;150000;2470077,04;3000000;555115,57;;6175192,61;EN PROCESO;;;26/04/2023
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;PROY/EMT/001;CONSTRUCCIONES  Plan de Negocio Madrid Nuevo Norte;2021;2026;;205;CHAMARTÍN;Plan de Negocio Madrid Nuevo Norte;;;;40.621;-36.766;6;URBANISMO;2748416,54;4742969;6640156,6;6640156,6;6640156,6;;27411855,34;EN PROCESO;;;26/04/2023
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;OTROS/EMT/002;CONSTRUCCIONES  Nuevo Centro de Operaciones en las Tablas;2022;2026;;208;FUENCARRAL-EL PARDO;;Construcción Nuevo Centro de Operaciones en las Tablas;;;405.051;-36.695;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;285000;0;44745217,06;53227823,59;53227823,59;;151485864,2;EN PROCESO;;;26/04/2023
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;OTROS/EMT/002;CONSTRUCCIONES  Construcción de Nuevo Centro de Operacions en la Elipa;2018;2026;;215;CIUDAD LINEAL;;Construcción Nuevo Centro de Operaciones en la Elipa;;;404.231;-36.524;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;549005;0;41055800;50111600;24111600;;115828005;EN PROCESO;;;26/04/2023
